D-AQI,PM10 AQI,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI,PM-WEIGHT,DMax NO2,NO2-WEIGHT,DMax Ozone,OZONE-WEIGHT,DMax SO2,SO2-WEIGHT,DMax CO,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
10,8,10,48,0,2,1,11.3,23,0.052,17,0.8,22,0.2,24,2018,4,23,Cheyenne NCore,41.18222711,-104.7783342,4/23/2018
3,5,3,41,0,1,1,3.4,23,0.044,17,0.1,23,0.1,24,2018,4,24,Cheyenne NCore,41.18222711,-104.7783342,4/24/2018
13,10,13,49,0,2,1,14.4,22,0.053,17,0.3,22,0.2,24,2018,4,25,Cheyenne NCore,41.18222711,-104.7783342,4/25/2018
10,13,10,51,0,2,1,11.5,23,0.055,17,0.2,22,0.2,24,2018,4,26,Cheyenne NCore,41.18222711,-104.7783342,4/26/2018
5,14,5,58,0,1,1,5.5,23,0.057,17,0.3,23,0.1,24,2018,4,27,Cheyenne NCore,41.18222711,-104.7783342,4/27/2018
7,19,7,54,0,1,1,7.6,22,0.056,17,0.5,22,0.1,24,2018,4,28,Cheyenne NCore,41.18222711,-104.7783342,4/28/2018
11,14,11,58,0,2,1,12.9,23,0.057,17,0.6,23,0.2,24,2018,4,29,Cheyenne NCore,41.18222711,-104.7783342,4/29/2018
2,11,2,48,0,1,1,2.5,23,0.052,17,0.5,23,0.1,24,2018,4,30,Cheyenne NCore,41.18222711,-104.7783342,4/30/2018
14,6,14,44,0,1,1,15.9,22,0.047,17,0.5,21,0.1,24,2018,5,1,Cheyenne NCore,41.18222711,-104.7783342,5/1/2018
13,5,13,41,0,2,1,14.6,23,0.044,17,0.4,22,0.2,24,2018,5,2,Cheyenne NCore,41.18222711,-104.7783342,5/2/2018
2,3,2,40,0,1,1,2.5,23,0.043,17,0.3,23,0.1,24,2018,5,3,Cheyenne NCore,41.18222711,-104.7783342,5/3/2018
10,11,10,48,0,2,1,11.7,22,0.052,17,0.2,22,0.2,24,2018,5,4,Cheyenne NCore,41.18222711,-104.7783342,5/4/2018
9,11,9,49,0,2,1,10,23,0.053,17,0.3,22,0.2,24,2018,5,5,Cheyenne NCore,41.18222711,-104.7783342,5/5/2018
7,12,7,58,0,2,1,7.5,23,0.057,17,0.4,23,0.2,24,2018,5,6,Cheyenne NCore,41.18222711,-104.7783342,5/6/2018
13,14,13,51,0,2,1,14.5,22,0.055,17,0.4,22,0.2,24,2018,5,7,Cheyenne NCore,41.18222711,-104.7783342,5/7/2018
6,10,6,51,0,1,1,6.6,23,0.055,17,0.2,22,0.1,24,2018,5,8,Cheyenne NCore,41.18222711,-104.7783342,5/8/2018
7,12,7,58,0,1,1,7.7,23,0.057,17,0.6,23,0.1,24,2018,5,9,Cheyenne NCore,41.18222711,-104.7783342,5/9/2018
8,14,8,47,0,2,1,8.8,22,0.051,17,0.9,21,0.2,24,2018,5,10,Cheyenne NCore,41.18222711,-104.7783342,5/10/2018
5,11,5,44,0,1,1,5.6,23,0.048,17,0.7,22,0.1,24,2018,5,11,Cheyenne NCore,41.18222711,-104.7783342,5/11/2018
4,4,4,23,0,2,1,4.7,23,0.025,17,0.3,23,0.2,24,2018,5,12,Cheyenne NCore,41.18222711,-104.7783342,5/12/2018
3,3,3,34,0,2,1,3.8,22,0.037,17,0.3,21,0.2,24,2018,5,13,Cheyenne NCore,41.18222711,-104.7783342,5/13/2018
7,6,7,48,0,1,1,7.1,23,0.052,17,0.4,22,0.1,24,2018,5,14,Cheyenne NCore,41.18222711,-104.7783342,5/14/2018
6,6,6,71,0,2,1,6.8,23,0.061,17,0.6,23,0.2,24,2018,5,15,Cheyenne NCore,41.18222711,-104.7783342,5/15/2018
9,11,9,58,0,2,1,10.5,22,0.057,17,0.5,22,0.2,24,2018,5,16,Cheyenne NCore,41.18222711,-104.7783342,5/16/2018
6,17,6,61,1,2,1,6.7,23,0.058,17,1,22,0.2,24,2018,5,17,Cheyenne NCore,41.18222711,-104.7783342,5/17/2018
5,11,5,50,0,2,1,5.3,23,0.054,17,0.5,23,0.2,24,2018,5,18,Cheyenne NCore,41.18222711,-104.7783342,5/18/2018
1,1,1,35,0,1,1,1,22,0.038,17,0.2,21,0.1,24,2018,5,19,Cheyenne NCore,41.18222711,-104.7783342,5/19/2018
8,6,8,42,0,2,1,9,23,0.045,17,0.3,22,0.2,24,2018,5,20,Cheyenne NCore,41.18222711,-104.7783342,5/20/2018
12,7,12,49,0,2,1,13.3,23,0.053,17,0.4,23,0.2,24,2018,5,21,Cheyenne NCore,41.18222711,-104.7783342,5/21/2018
7,11,7,50,0,2,1,7.8,21,0.054,17,0.5,20,0.2,24,2018,5,22,Cheyenne NCore,41.18222711,-104.7783342,5/22/2018
12,8,12,74,0,2,1,13.3,23,0.062,17,0.7,23,0.2,24,2018,5,23,Cheyenne NCore,41.18222711,-104.7783342,5/23/2018
10,9,10,54,0,2,1,11.1,23,0.056,17,0.4,23,0.2,24,2018,5,24,Cheyenne NCore,41.18222711,-104.7783342,5/24/2018
9,9,9,64,0,2,1,10.3,22,0.059,17,0.4,22,0.2,24,2018,5,25,Cheyenne NCore,41.18222711,-104.7783342,5/25/2018
5,16,5,67,0,2,1,5.7,23,0.06,17,0.4,23,0.2,24,2018,5,26,Cheyenne NCore,41.18222711,-104.7783342,5/26/2018
11,17,11,47,0,2,1,12.2,23,0.051,17,0.4,23,0.2,24,2018,5,27,Cheyenne NCore,41.18222711,-104.7783342,5/27/2018
3,5,3,50,0,1,1,3.6,22,0.054,17,0,22,0.1,24,2018,5,28,Cheyenne NCore,41.18222711,-104.7783342,5/28/2018
7,5,7,50,0,1,1,7.2,23,0.054,17,0.1,23,0.1,24,2018,5,29,Cheyenne NCore,41.18222711,-104.7783342,5/29/2018
12,6,12,45,0,2,1,13.7,23,0.049,17,0.5,23,0.2,24,2018,5,30,Cheyenne NCore,41.18222711,-104.7783342,5/30/2018
11,11,11,58,1,2,1,12,22,0.057,17,1.2,22,0.2,24,2018,5,31,Cheyenne NCore,41.18222711,-104.7783342,5/31/2018
5,13,5,51,0,1,1,5.4,23,0.055,17,0.5,23,0.1,24,2018,6,1,Cheyenne NCore,41.18222711,-104.7783342,6/1/2018
5,10,5,67,0,1,1,5.1,23,0.06,17,0.4,23,0.1,24,2018,6,2,Cheyenne NCore,41.18222711,-104.7783342,6/2/2018
7,19,7,49,0,2,1,7.3,21,0.053,17,0.6,22,0.2,24,2018,6,3,Cheyenne NCore,41.18222711,-104.7783342,6/3/2018
12,17,12,49,1,2,1,13.7,22,0.053,17,1.1,23,0.2,24,2018,6,4,Cheyenne NCore,41.18222711,-104.7783342,6/4/2018
10,14,10,54,0,1,1,11.3,23,0.056,17,0.7,23,0.1,24,2018,6,5,Cheyenne NCore,41.18222711,-104.7783342,6/5/2018
2,22,2,46,1,1,1,2.4,21,0.05,17,1.3,21,0.1,24,2018,6,6,Cheyenne NCore,41.18222711,-104.7783342,6/6/2018
5,23,5,61,0,1,1,5.8,23,0.058,17,0.9,23,0.1,24,2018,6,7,Cheyenne NCore,41.18222711,-104.7783342,6/7/2018
4,25,4,48,0,1,1,4.7,23,0.052,17,0.6,23,0.1,24,2018,6,8,Cheyenne NCore,41.18222711,-104.7783342,6/8/2018
5,23,5,49,1,1,1,5,22,0.053,17,1.2,22,0.1,24,2018,6,9,Cheyenne NCore,41.18222711,-104.7783342,6/9/2018
11,19,11,49,0,1,1,12.7,23,0.053,17,0.8,23,0.1,24,2018,6,10,Cheyenne NCore,41.18222711,-104.7783342,6/10/2018
3,20,3,93,0,1,1,3.7,21,0.068,17,0.8,21,0.1,24,2018,6,11,Cheyenne NCore,41.18222711,-104.7783342,6/11/2018
8,30,8,46,0,2,1,8.5,18,0.05,14,0.8,18,0.2,12,2018,6,15,Cheyenne NCore,41.18222711,-104.7783342,6/15/2018
7,17,7,43,0,2,1,7.7,23,0.046,17,0.7,22,0.2,24,2018,6,16,Cheyenne NCore,41.18222711,-104.7783342,6/16/2018
3,3,3,29,0,1,1,3.8,23,0.031,17,0.4,23,0.1,24,2018,6,17,Cheyenne NCore,41.18222711,-104.7783342,6/17/2018
4,6,4,44,0,2,1,4.6,22,0.048,17,0.7,21,0.2,24,2018,6,18,Cheyenne NCore,41.18222711,-104.7783342,6/18/2018
6,7,6,40,0,1,1,6.6,22,0.043,17,0.3,21,0.1,24,2018,6,19,Cheyenne NCore,41.18222711,-104.7783342,6/19/2018
3,8,3,50,0,1,1,3.4,23,0.054,17,0.2,23,0.1,24,2018,6,20,Cheyenne NCore,41.18222711,-104.7783342,6/20/2018
13,6,13,44,0,1,1,14.8,22,0.047,17,0.3,21,0.1,24,2018,6,21,Cheyenne NCore,41.18222711,-104.7783342,6/21/2018
8,15,8,46,0,1,1,9.5,23,0.05,17,0.8,22,0.1,24,2018,6,22,Cheyenne NCore,41.18222711,-104.7783342,6/22/2018
6,11,6,50,0,1,1,6.1,23,0.054,17,0.5,23,0.1,24,2018,6,23,Cheyenne NCore,41.18222711,-104.7783342,6/23/2018
3,6,3,50,0,1,1,3.5,22,0.054,17,0.2,21,0.1,24,2018,6,24,Cheyenne NCore,41.18222711,-104.7783342,6/24/2018
6,6,6,45,0,1,1,6.9,23,0.049,17,0.4,22,0.1,24,2018,6,25,Cheyenne NCore,41.18222711,-104.7783342,6/25/2018
14,26,14,64,3,2,1,15.5,22,0.059,17,2,22,0.2,24,2018,6,27,Cheyenne NCore,41.18222711,-104.7783342,6/27/2018
14,24,14,50,1,2,1,15.5,23,0.054,17,1,23,0.2,24,2018,6,28,Cheyenne NCore,41.18222711,-104.7783342,6/28/2018
10,32,10,49,0,2,1,11.5,23,0.053,17,0.9,23,0.2,24,2018,6,29,Cheyenne NCore,41.18222711,-104.7783342,6/29/2018
4,9,4,49,0,1,1,4.7,22,0.053,17,0.3,21,0.1,24,2018,6,30,Cheyenne NCore,41.18222711,-104.7783342,6/30/2018
15,7,15,54,0,1,1,16.9,23,0.056,17,0.6,23,0.1,24,2018,7,1,Cheyenne NCore,41.18222711,-104.7783342,7/1/2018
12,16,12,43,0,2,1,13.4,23,0.046,17,0.8,23,0.2,24,2018,7,2,Cheyenne NCore,41.18222711,-104.7783342,7/2/2018
12,25,12,48,1,2,1,13.7,22,0.052,17,1.1,22,0.2,24,2018,7,3,Cheyenne NCore,41.18222711,-104.7783342,7/3/2018
11,22,11,47,0,1,1,12.2,23,0.051,17,0.8,23,0.1,24,2018,7,4,Cheyenne NCore,41.18222711,-104.7783342,7/4/2018
7,21,7,74,0,2,1,7.9,23,0.062,17,0.4,23,0.2,24,2018,7,5,Cheyenne NCore,41.18222711,-104.7783342,7/5/2018
12,18,12,77,0,2,1,13.2,22,0.063,17,0.6,22,0.2,24,2018,7,6,Cheyenne NCore,41.18222711,-104.7783342,7/6/2018
10,20,10,93,1,2,1,11.8,23,0.068,17,1.7,23,0.2,24,2018,7,7,Cheyenne NCore,41.18222711,-104.7783342,7/7/2018
13,17,13,58,0,2,1,14.7,23,0.057,17,0.5,23,0.2,24,2018,7,8,Cheyenne NCore,41.18222711,-104.7783342,7/8/2018
6,21,6,74,0,2,1,6.3,22,0.062,17,0.7,22,0.2,24,2018,7,9,Cheyenne NCore,41.18222711,-104.7783342,7/9/2018
19,19,19,84,1,2,1,20.8,23,0.065,17,1.8,23,0.2,24,2018,7,10,Cheyenne NCore,41.18222711,-104.7783342,7/10/2018
12,25,12,77,0,1,1,13.3,23,0.063,17,0.8,23,0.1,24,2018,7,11,Cheyenne NCore,41.18222711,-104.7783342,7/11/2018
3,16,3,51,0,1,1,3.4,22,0.055,17,0.6,21,0.1,24,2018,7,12,Cheyenne NCore,41.18222711,-104.7783342,7/12/2018
5,17,5,67,0,1,1,5.2,22,0.06,17,0.6,22,0.1,24,2018,7,13,Cheyenne NCore,41.18222711,-104.7783342,7/13/2018
12,17,12,97,1,2,1,13.5,23,0.069,17,1.4,23,0.2,24,2018,7,14,Cheyenne NCore,41.18222711,-104.7783342,7/14/2018
7,12,7,44,0,1,1,7.1,22,0.048,17,0.6,21,0.1,24,2018,7,15,Cheyenne NCore,41.18222711,-104.7783342,7/15/2018
12,13,12,71,1,2,1,13.2,23,0.061,17,1.4,22,0.2,24,2018,7,16,Cheyenne NCore,41.18222711,-104.7783342,7/16/2018
9,8,9,61,1,2,1,10.5,23,0.058,17,1,23,0.2,24,2018,7,17,Cheyenne NCore,41.18222711,-104.7783342,7/17/2018
5,12,5,77,0,1,1,5.9,20,0.063,17,0.7,22,0.1,24,2018,7,18,Cheyenne NCore,41.18222711,-104.7783342,7/18/2018
7,25,7,74,0,2,1,7.7,23,0.062,17,0.8,23,0.2,24,2018,7,20,Cheyenne NCore,41.18222711,-104.7783342,7/20/2018
5,13,5,49,1,1,1,5.1,23,0.053,17,1.3,22,0.1,23,2018,7,22,Cheyenne NCore,41.18222711,-104.7783342,7/22/2018
7,18,7,44,0,2,1,7.6,23,0.048,17,0.7,23,0.2,24,2018,7,23,Cheyenne NCore,41.18222711,-104.7783342,7/23/2018
8,13,8,54,0,2,1,8.9,22,0.056,17,0.8,21,0.2,24,2018,7,24,Cheyenne NCore,41.18222711,-104.7783342,7/24/2018
9,11,9,49,0,2,1,10.2,23,0.053,17,0.6,22,0.2,24,2018,7,25,Cheyenne NCore,41.18222711,-104.7783342,7/25/2018
14,8,14,50,0,2,1,15.2,23,0.054,17,0.7,23,0.2,24,2018,7,26,Cheyenne NCore,41.18222711,-104.7783342,7/26/2018
10,9,10,43,0,1,1,11.5,22,0.046,17,0.6,21,0.1,24,2018,7,27,Cheyenne NCore,41.18222711,-104.7783342,7/27/2018
8,9,8,46,0,2,1,8.5,23,0.05,17,0.9,22,0.2,24,2018,7,28,Cheyenne NCore,41.18222711,-104.7783342,7/28/2018
5,9,5,48,0,2,1,5.4,23,0.052,17,0.8,23,0.2,24,2018,7,29,Cheyenne NCore,41.18222711,-104.7783342,7/29/2018
4,10,4,67,0,2,1,4.8,20,0.06,17,0.8,22,0.2,24,2018,7,30,Cheyenne NCore,41.18222711,-104.7783342,7/30/2018
16,11,16,71,0,2,1,17,22,0.061,17,0.8,23,0.2,24,2018,7,31,Cheyenne NCore,41.18222711,-104.7783342,7/31/2018
8,13,8,71,0,2,1,9.6,23,0.061,17,0.9,23,0.2,24,2018,8,1,Cheyenne NCore,41.18222711,-104.7783342,8/1/2018
11,22,11,93,1,2,1,12.5,20,0.068,17,1.1,22,0.2,24,2018,8,2,Cheyenne NCore,41.18222711,-104.7783342,8/2/2018
19,15,19,61,1,2,1,20.7,22,0.058,17,1,23,0.2,24,2018,8,3,Cheyenne NCore,41.18222711,-104.7783342,8/3/2018
4,17,4,54,0,2,1,4.8,23,0.056,17,0.8,23,0.2,24,2018,8,4,Cheyenne NCore,41.18222711,-104.7783342,8/4/2018
5,15,5,48,0,2,1,5,21,0.052,17,0.8,22,0.2,24,2018,8,5,Cheyenne NCore,41.18222711,-104.7783342,8/5/2018
24,12,24,44,0,2,1,25.1,23,0.048,17,0.7,22,0.2,24,2018,8,6,Cheyenne NCore,41.18222711,-104.7783342,8/6/2018
18,19,18,64,1,2,1,19.8,23,0.059,17,1.8,23,0.2,24,2018,8,7,Cheyenne NCore,41.18222711,-104.7783342,8/7/2018
10,16,10,77,1,2,1,11.6,21,0.063,17,1,22,0.2,24,2018,8,8,Cheyenne NCore,41.18222711,-104.7783342,8/8/2018
24,17,24,84,4,2,1,25.6,23,0.065,17,3.4,23,0.2,24,2018,8,9,Cheyenne NCore,41.18222711,-104.7783342,8/9/2018
8,17,8,80,0,2,1,9,23,0.064,17,0.8,23,0.2,24,2018,8,10,Cheyenne NCore,41.18222711,-104.7783342,8/10/2018
10,18,10,71,1,2,1,11.4,21,0.061,17,1.2,22,0.2,24,2018,8,11,Cheyenne NCore,41.18222711,-104.7783342,8/11/2018
12,27,12,67,0,2,1,13.1,23,0.06,17,0.8,23,0.2,24,2018,8,12,Cheyenne NCore,41.18222711,-104.7783342,8/12/2018
10,29,10,71,1,2,1,11.8,23,0.061,17,1,23,0.2,24,2018,8,13,Cheyenne NCore,41.18222711,-104.7783342,8/13/2018
8,15,8,45,1,2,1,8.2,21,0.049,17,1,22,0.2,24,2018,8,14,Cheyenne NCore,41.18222711,-104.7783342,8/14/2018
8,19,8,49,0,2,1,9.5,23,0.053,17,0.9,23,0.2,24,2018,8,15,Cheyenne NCore,41.18222711,-104.7783342,8/15/2018
8,24,8,58,1,2,1,8.1,23,0.057,17,1.3,23,0.2,24,2018,8,16,Cheyenne NCore,41.18222711,-104.7783342,8/16/2018
8,26,8,61,1,2,1,9,21,0.058,17,1,22,0.2,24,2018,8,17,Cheyenne NCore,41.18222711,-104.7783342,8/17/2018
16,14,16,46,0,2,1,17.5,23,0.05,17,0.9,22,0.2,24,2018,8,18,Cheyenne NCore,41.18222711,-104.7783342,8/18/2018
3,25,3,47,0,5,1,3.1,23,0.051,17,0.5,23,0.4,24,2018,8,19,Cheyenne NCore,41.18222711,-104.7783342,8/19/2018
11,53,11,48,1,5,1,12.3,21,0.052,17,1.1,22,0.4,24,2018,8,20,Cheyenne NCore,41.18222711,-104.7783342,8/20/2018
11,25,11,41,0,2,1,12.5,23,0.044,17,0.9,22,0.2,24,2018,8,21,Cheyenne NCore,41.18222711,-104.7783342,8/21/2018
6,16,6,45,0,3,1,6.6,23,0.049,17,0.9,23,0.3,24,2018,8,22,Cheyenne NCore,41.18222711,-104.7783342,8/22/2018
6,36,6,74,1,5,1,6.4,21,0.062,17,1,22,0.4,24,2018,8,23,Cheyenne NCore,41.18222711,-104.7783342,8/23/2018
3,41,3,87,1,3,1,3.4,23,0.066,17,1,23,0.3,24,2018,8,24,Cheyenne NCore,41.18222711,-104.7783342,8/24/2018
9,14,9,50,1,2,1,10.8,23,0.054,17,1.1,23,0.2,24,2018,8,25,Cheyenne NCore,41.18222711,-104.7783342,8/25/2018
21,9,21,48,0,2,1,22.1,22,0.052,17,0.9,22,0.2,24,2018,8,26,Cheyenne NCore,41.18222711,-104.7783342,8/26/2018
5,20,5,47,1,2,1,5.3,23,0.051,17,1.2,23,0.2,24,2018,8,27,Cheyenne NCore,41.18222711,-104.7783342,8/27/2018
5,16,5,42,1,2,1,5.3,22,0.045,17,1.8,22,0.2,24,2018,8,28,Cheyenne NCore,41.18222711,-104.7783342,8/28/2018
18,26,18,48,1,3,1,19,22,0.052,17,1.9,22,0.3,24,2018,8,29,Cheyenne NCore,41.18222711,-104.7783342,8/29/2018
21,16,21,43,1,2,1,22.7,23,0.046,17,1.2,23,0.2,24,2018,8,30,Cheyenne NCore,41.18222711,-104.7783342,8/30/2018
12,13,12,44,1,1,1,13.7,23,0.047,17,1.1,23,0.1,24,2018,8,31,Cheyenne NCore,41.18222711,-104.7783342,8/31/2018
9,12,9,46,1,1,1,10.4,22,0.05,17,1.1,22,0.1,24,2018,9,1,Cheyenne NCore,41.18222711,-104.7783342,9/1/2018
12,16,12,45,1,1,1,13.5,23,0.049,17,1,23,0.1,24,2018,9,2,Cheyenne NCore,41.18222711,-104.7783342,9/2/2018
14,12,14,48,1,1,1,15.5,23,0.052,17,1.1,23,0.1,24,2018,9,3,Cheyenne NCore,41.18222711,-104.7783342,9/3/2018
8,12,8,42,0,2,1,8.7,23,0.045,17,0.7,23,0.2,24,2018,9,6,Cheyenne NCore,41.18222711,-104.7783342,9/6/2018
9,12,9,45,0,1,1,10.7,22,0.049,17,0.7,21,0.1,24,2018,9,7,Cheyenne NCore,41.18222711,-104.7783342,9/7/2018
8,14,8,61,1,1,1,9.1,23,0.058,17,1.1,23,0.1,22,2018,9,8,Cheyenne NCore,41.18222711,-104.7783342,9/8/2018
14,21,14,51,0,2,1,15,23,0.055,17,0.9,23,0.2,24,2018,9,9,Cheyenne NCore,41.18222711,-104.7783342,9/9/2018
13,31,13,64,1,2,1,14.5,21,0.059,17,1.2,22,0.2,24,2018,9,10,Cheyenne NCore,41.18222711,-104.7783342,9/10/2018
19,24,19,44,1,2,1,20.9,22,0.048,17,1.2,23,0.2,24,2018,9,11,Cheyenne NCore,41.18222711,-104.7783342,9/11/2018
19,18,19,49,1,2,1,20.4,22,0.053,17,1.5,23,0.2,24,2018,9,12,Cheyenne NCore,41.18222711,-104.7783342,9/12/2018
10,25,10,43,0,2,1,11.5,19,0.046,17,0.9,21,0.2,24,2018,9,13,Cheyenne NCore,41.18222711,-104.7783342,9/13/2018
8,28,8,41,0,2,1,8,22,0.044,17,0.9,23,0.2,24,2018,9,14,Cheyenne NCore,41.18222711,-104.7783342,9/14/2018
8,24,8,48,1,1,1,8.5,23,0.052,17,1,23,0.1,24,2018,9,15,Cheyenne NCore,41.18222711,-104.7783342,9/15/2018
5,22,5,44,0,1,1,5.2,22,0.048,17,0.8,22,0.1,24,2018,9,16,Cheyenne NCore,41.18222711,-104.7783342,9/16/2018
18,19,18,37,0,2,1,19,23,0.04,17,0.8,23,0.2,24,2018,9,17,Cheyenne NCore,41.18222711,-104.7783342,9/17/2018
12,22,12,44,1,1,1,13.2,23,0.048,17,1.9,23,0.1,24,2018,9,18,Cheyenne NCore,41.18222711,-104.7783342,9/18/2018
8,18,8,32,0,1,1,8.7,22,0.035,17,0.9,22,0.1,24,2018,9,19,Cheyenne NCore,41.18222711,-104.7783342,9/19/2018
7,13,7,49,0,2,1,7,23,0.053,17,0.9,22,0.2,24,2018,9,20,Cheyenne NCore,41.18222711,-104.7783342,9/20/2018
22,16,22,47,0,2,1,23.7,22,0.051,17,0.6,22,0.2,24,2018,9,21,Cheyenne NCore,41.18222711,-104.7783342,9/21/2018
16,19,16,58,0,2,1,17.7,22,0.057,17,0.4,22,0.2,24,2018,9,22,Cheyenne NCore,41.18222711,-104.7783342,9/22/2018
7,19,7,49,0,2,1,7.7,23,0.053,17,0.4,23,0.2,24,2018,9,23,Cheyenne NCore,41.18222711,-104.7783342,9/23/2018
5,14,5,47,0,2,1,5.7,23,0.051,17,0.5,23,0.2,24,2018,9,24,Cheyenne NCore,41.18222711,-104.7783342,9/24/2018
7,10,7,41,0,1,1,7,22,0.044,17,0.3,22,0.1,24,2018,9,25,Cheyenne NCore,41.18222711,-104.7783342,9/25/2018
19,20,19,48,0,2,1,20,22,0.052,17,0.7,20,0.2,24,2018,9,26,Cheyenne NCore,41.18222711,-104.7783342,9/26/2018
3,20,3,45,0,2,1,3.2,23,0.049,17,0.6,23,0.2,24,2018,9,27,Cheyenne NCore,41.18222711,-104.7783342,9/27/2018
3,8,3,20,0,1,1,3.4,22,0.022,17,0.4,21,0.1,24,2018,9,28,Cheyenne NCore,41.18222711,-104.7783342,9/28/2018
13,9,13,34,0,1,1,14.9,23,0.037,17,0.6,22,0.1,24,2018,9,29,Cheyenne NCore,41.18222711,-104.7783342,9/29/2018
4,6,4,19,0,2,1,4.6,23,0.02,17,0.6,23,0.2,24,2018,9,30,Cheyenne NCore,41.18222711,-104.7783342,9/30/2018
24,19,24,35,1,2,1,25.2,22,0.038,17,1.1,22,0.2,24,2018,10,1,Cheyenne NCore,41.18222711,-104.7783342,10/1/2018
13,9,13,39,0,2,1,14.7,21,0.042,17,0.8,22,0.2,17,2018,10,17,Cheyenne NCore,41.18222711,-104.7783342,10/17/2018
23,9,23,38,0,1,1,24.8,22,0.041,17,0.6,22,0.1,4,2018,10,18,Cheyenne NCore,41.18222711,-104.7783342,10/18/2018
5,24,5,39,0,2,1,5.6,22,0.042,17,0.8,22,0.2,18,2018,10,23,Cheyenne NCore,41.18222711,-104.7783342,10/23/2018
8,6,8,42,0,1,1,9.5,24,0.045,17,0.6,24,0.1,24,2018,10,24,Cheyenne NCore,41.18222711,-104.7783342,10/24/2018
3,8,3,38,0,1,1,3.8,23,0.041,17,0.6,23,0.1,24,2018,10,25,Cheyenne NCore,41.18222711,-104.7783342,10/25/2018
4,9,4,41,0,1,1,4.1,22,0.044,17,0.5,22,0.1,3,2018,10,26,Cheyenne NCore,41.18222711,-104.7783342,10/26/2018
6,6,6,36,1,1,1,6.3,22,0.039,17,1,22,0.1,16,2018,10,30,Cheyenne NCore,41.18222711,-104.7783342,10/30/2018
19,11,19,35,0,2,1,20.7,22,0.038,17,0.8,23,0.2,24,2018,10,31,Cheyenne NCore,41.18222711,-104.7783342,10/31/2018
6,9,6,37,0,2,1,6.1,24,0.04,17,0.8,24,0.2,24,2018,11,1,Cheyenne NCore,41.18222711,-104.7783342,11/1/2018
18,7,18,32,0,2,1,19.9,24,0.035,17,0.6,24,0.2,24,2018,11,2,Cheyenne NCore,41.18222711,-104.7783342,11/2/2018
6,2,6,31,0,2,1,6,21,0.034,17,0.8,22,0.2,24,2018,11,3,Cheyenne NCore,41.18222711,-104.7783342,11/3/2018
12,5,12,38,0,2,1,13.3,24,0.041,17,0.8,24,0.2,24,2018,11,4,Cheyenne NCore,41.18222711,-104.7783342,11/4/2018
8,4,8,41,0,1,1,9.2,24,0.044,17,0.7,24,0.1,24,2018,11,5,Cheyenne NCore,41.18222711,-104.7783342,11/5/2018
14,4,14,40,1,2,1,15.7,22,0.043,17,1.2,23,0.2,24,2018,11,6,Cheyenne NCore,41.18222711,-104.7783342,11/6/2018
30,11,30,31,0,2,1,32.5,24,0.034,17,0.9,24,0.2,24,2018,11,7,Cheyenne NCore,41.18222711,-104.7783342,11/7/2018
10,6,10,32,0,1,1,11.1,24,0.035,17,0.6,24,0.1,24,2018,11,8,Cheyenne NCore,41.18222711,-104.7783342,11/8/2018
