PM10 AQI,DMean PM10,PM-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
6,7,1,2016,1,2,Cheyenne NCore,41.18222711,-104.7783342,1/2/2016
8,9,1,2016,1,3,Cheyenne NCore,41.18222711,-104.7783342,1/3/2016
13,14,1,2016,1,4,Cheyenne NCore,41.18222711,-104.7783342,1/4/2016
7,8,1,2016,1,5,Cheyenne NCore,41.18222711,-104.7783342,1/5/2016
7,8,1,2016,1,6,Cheyenne NCore,41.18222711,-104.7783342,1/6/2016
5,5,1,2016,1,7,Cheyenne NCore,41.18222711,-104.7783342,1/7/2016
8,9,1,2016,1,8,Cheyenne NCore,41.18222711,-104.7783342,1/8/2016
10,11,1,2016,1,9,Cheyenne NCore,41.18222711,-104.7783342,1/9/2016
6,6,1,2016,1,10,Cheyenne NCore,41.18222711,-104.7783342,1/10/2016
6,6,1,2016,1,11,Cheyenne NCore,41.18222711,-104.7783342,1/11/2016
6,6,1,2016,1,12,Cheyenne NCore,41.18222711,-104.7783342,1/12/2016
5,5,1,2016,1,13,Cheyenne NCore,41.18222711,-104.7783342,1/13/2016
4,4,1,2016,1,14,Cheyenne NCore,41.18222711,-104.7783342,1/14/2016
2,2,1,2016,1,15,Cheyenne NCore,41.18222711,-104.7783342,1/15/2016
3,3,1,2016,1,16,Cheyenne NCore,41.18222711,-104.7783342,1/16/2016
5,5,1,2016,1,17,Cheyenne NCore,41.18222711,-104.7783342,1/17/2016
4,4,1,2016,1,18,Cheyenne NCore,41.18222711,-104.7783342,1/18/2016
5,5,1,2016,1,19,Cheyenne NCore,41.18222711,-104.7783342,1/19/2016
3,3,1,2016,1,20,Cheyenne NCore,41.18222711,-104.7783342,1/20/2016
4,4,1,2016,1,21,Cheyenne NCore,41.18222711,-104.7783342,1/21/2016
8,9,1,2016,1,22,Cheyenne NCore,41.18222711,-104.7783342,1/22/2016
5,5,1,2016,1,23,Cheyenne NCore,41.18222711,-104.7783342,1/23/2016
4,4,1,2016,1,24,Cheyenne NCore,41.18222711,-104.7783342,1/24/2016
2,2,1,2016,1,25,Cheyenne NCore,41.18222711,-104.7783342,1/25/2016
5,5,1,2016,1,26,Cheyenne NCore,41.18222711,-104.7783342,1/26/2016
4,4,1,2016,1,27,Cheyenne NCore,41.18222711,-104.7783342,1/27/2016
3,3,1,2016,1,28,Cheyenne NCore,41.18222711,-104.7783342,1/28/2016
6,6,1,2016,1,29,Cheyenne NCore,41.18222711,-104.7783342,1/29/2016
3,3,1,2016,1,30,Cheyenne NCore,41.18222711,-104.7783342,1/30/2016
4,4,1,2016,1,31,Cheyenne NCore,41.18222711,-104.7783342,1/31/2016
6,6,1,2016,2,1,Cheyenne NCore,41.18222711,-104.7783342,2/1/2016
2,2,1,2016,2,2,Cheyenne NCore,41.18222711,-104.7783342,2/2/2016
5,5,1,2016,2,3,Cheyenne NCore,41.18222711,-104.7783342,2/3/2016
7,8,1,2016,2,4,Cheyenne NCore,41.18222711,-104.7783342,2/4/2016
4,4,1,2016,2,5,Cheyenne NCore,41.18222711,-104.7783342,2/5/2016
7,8,1,2016,2,6,Cheyenne NCore,41.18222711,-104.7783342,2/6/2016
5,5,1,2016,2,7,Cheyenne NCore,41.18222711,-104.7783342,2/7/2016
4,4,1,2016,2,8,Cheyenne NCore,41.18222711,-104.7783342,2/8/2016
4,4,1,2016,2,9,Cheyenne NCore,41.18222711,-104.7783342,2/9/2016
4,4,1,2016,2,10,Cheyenne NCore,41.18222711,-104.7783342,2/10/2016
4,4,1,2016,2,11,Cheyenne NCore,41.18222711,-104.7783342,2/11/2016
10,11,1,2016,2,12,Cheyenne NCore,41.18222711,-104.7783342,2/12/2016
6,6,1,2016,2,13,Cheyenne NCore,41.18222711,-104.7783342,2/13/2016
5,5,1,2016,2,14,Cheyenne NCore,41.18222711,-104.7783342,2/14/2016
5,5,1,2016,2,15,Cheyenne NCore,41.18222711,-104.7783342,2/15/2016
4,4,1,2016,2,16,Cheyenne NCore,41.18222711,-104.7783342,2/16/2016
13,14,1,2016,2,17,Cheyenne NCore,41.18222711,-104.7783342,2/17/2016
6,6,1,2016,2,18,Cheyenne NCore,41.18222711,-104.7783342,2/18/2016
6,7,1,2016,2,21,Cheyenne NCore,41.18222711,-104.7783342,2/21/2016
6,6,1,2016,2,22,Cheyenne NCore,41.18222711,-104.7783342,2/22/2016
6,6,1,2016,2,23,Cheyenne NCore,41.18222711,-104.7783342,2/23/2016
7,8,1,2016,2,24,Cheyenne NCore,41.18222711,-104.7783342,2/24/2016
15,16,1,2016,2,25,Cheyenne NCore,41.18222711,-104.7783342,2/25/2016
9,10,1,2016,2,26,Cheyenne NCore,41.18222711,-104.7783342,2/26/2016
7,8,1,2016,2,27,Cheyenne NCore,41.18222711,-104.7783342,2/27/2016
5,5,1,2016,2,28,Cheyenne NCore,41.18222711,-104.7783342,2/28/2016
7,8,1,2016,2,29,Cheyenne NCore,41.18222711,-104.7783342,2/29/2016
6,6,1,2016,3,1,Cheyenne NCore,41.18222711,-104.7783342,3/1/2016
8,9,1,2016,3,2,Cheyenne NCore,41.18222711,-104.7783342,3/2/2016
10,11,1,2016,3,3,Cheyenne NCore,41.18222711,-104.7783342,3/3/2016
7,8,1,2016,3,4,Cheyenne NCore,41.18222711,-104.7783342,3/4/2016
19,20,1,2016,3,5,Cheyenne NCore,41.18222711,-104.7783342,3/5/2016
8,9,1,2016,3,6,Cheyenne NCore,41.18222711,-104.7783342,3/6/2016
10,11,1,2016,3,12,Cheyenne NCore,41.18222711,-104.7783342,3/12/2016
6,6,1,2016,3,13,Cheyenne NCore,41.18222711,-104.7783342,3/13/2016
9,10,1,2016,3,14,Cheyenne NCore,41.18222711,-104.7783342,3/14/2016
5,5,1,2016,3,15,Cheyenne NCore,41.18222711,-104.7783342,3/15/2016
6,6,1,2016,3,16,Cheyenne NCore,41.18222711,-104.7783342,3/16/2016
6,6,1,2016,3,17,Cheyenne NCore,41.18222711,-104.7783342,3/17/2016
6,6,1,2016,3,18,Cheyenne NCore,41.18222711,-104.7783342,3/18/2016
4,4,1,2016,3,19,Cheyenne NCore,41.18222711,-104.7783342,3/19/2016
6,7,1,2016,3,20,Cheyenne NCore,41.18222711,-104.7783342,3/20/2016
6,7,1,2016,3,21,Cheyenne NCore,41.18222711,-104.7783342,3/21/2016
12,13,1,2016,3,22,Cheyenne NCore,41.18222711,-104.7783342,3/22/2016
13,14,1,2016,3,23,Cheyenne NCore,41.18222711,-104.7783342,3/23/2016
7,8,1,2016,3,24,Cheyenne NCore,41.18222711,-104.7783342,3/24/2016
3,3,1,2016,3,25,Cheyenne NCore,41.18222711,-104.7783342,3/25/2016
6,6,1,2016,3,26,Cheyenne NCore,41.18222711,-104.7783342,3/26/2016
4,4,1,2016,3,27,Cheyenne NCore,41.18222711,-104.7783342,3/27/2016
10,11,1,2016,3,28,Cheyenne NCore,41.18222711,-104.7783342,3/28/2016
4,4,1,2016,3,30,Cheyenne NCore,41.18222711,-104.7783342,3/30/2016
4,4,1,2016,3,31,Cheyenne NCore,41.18222711,-104.7783342,3/31/2016
6,6,1,2016,4,1,Cheyenne NCore,41.18222711,-104.7783342,4/1/2016
5,5,1,2016,4,2,Cheyenne NCore,41.18222711,-104.7783342,4/2/2016
4,4,1,2016,4,3,Cheyenne NCore,41.18222711,-104.7783342,4/3/2016
9,10,1,2016,4,5,Cheyenne NCore,41.18222711,-104.7783342,4/5/2016
7,8,1,2016,4,6,Cheyenne NCore,41.18222711,-104.7783342,4/6/2016
6,7,1,2016,4,7,Cheyenne NCore,41.18222711,-104.7783342,4/7/2016
13,14,1,2016,4,8,Cheyenne NCore,41.18222711,-104.7783342,4/8/2016
10,11,1,2016,4,9,Cheyenne NCore,41.18222711,-104.7783342,4/9/2016
5,5,1,2016,4,10,Cheyenne NCore,41.18222711,-104.7783342,4/10/2016
9,10,1,2016,4,11,Cheyenne NCore,41.18222711,-104.7783342,4/11/2016
5,5,1,2016,4,12,Cheyenne NCore,41.18222711,-104.7783342,4/12/2016
6,7,1,2016,4,13,Cheyenne NCore,41.18222711,-104.7783342,4/13/2016
7,8,1,2016,4,14,Cheyenne NCore,41.18222711,-104.7783342,4/14/2016
5,5,1,2016,4,15,Cheyenne NCore,41.18222711,-104.7783342,4/15/2016
5,5,1,2016,4,16,Cheyenne NCore,41.18222711,-104.7783342,4/16/2016
5,5,1,2016,4,17,Cheyenne NCore,41.18222711,-104.7783342,4/17/2016
7,8,1,2016,4,19,Cheyenne NCore,41.18222711,-104.7783342,4/19/2016
2,2,1,2016,4,20,Cheyenne NCore,41.18222711,-104.7783342,4/20/2016
12,13,1,2016,4,22,Cheyenne NCore,41.18222711,-104.7783342,4/22/2016
11,12,1,2016,4,23,Cheyenne NCore,41.18222711,-104.7783342,4/23/2016
3,3,1,2016,4,24,Cheyenne NCore,41.18222711,-104.7783342,4/24/2016
6,6,1,2016,4,25,Cheyenne NCore,41.18222711,-104.7783342,4/25/2016
1,1,1,2016,4,26,Cheyenne NCore,41.18222711,-104.7783342,4/26/2016
2,2,1,2016,4,27,Cheyenne NCore,41.18222711,-104.7783342,4/27/2016
4,4,1,2016,4,28,Cheyenne NCore,41.18222711,-104.7783342,4/28/2016
4,4,1,2016,4,29,Cheyenne NCore,41.18222711,-104.7783342,4/29/2016
2,2,1,2016,4,30,Cheyenne NCore,41.18222711,-104.7783342,4/30/2016
7,8,1,2016,5,1,Cheyenne NCore,41.18222711,-104.7783342,5/1/2016
10,11,1,2016,5,3,Cheyenne NCore,41.18222711,-104.7783342,5/3/2016
8,9,1,2016,5,4,Cheyenne NCore,41.18222711,-104.7783342,5/4/2016
15,16,1,2016,5,5,Cheyenne NCore,41.18222711,-104.7783342,5/5/2016
19,20,1,2016,5,6,Cheyenne NCore,41.18222711,-104.7783342,5/6/2016
22,24,1,2016,5,7,Cheyenne NCore,41.18222711,-104.7783342,5/7/2016
6,7,1,2016,5,8,Cheyenne NCore,41.18222711,-104.7783342,5/8/2016
4,4,1,2016,5,9,Cheyenne NCore,41.18222711,-104.7783342,5/9/2016
5,5,1,2016,5,10,Cheyenne NCore,41.18222711,-104.7783342,5/10/2016
9,10,1,2016,5,12,Cheyenne NCore,41.18222711,-104.7783342,5/12/2016
7,8,1,2016,5,13,Cheyenne NCore,41.18222711,-104.7783342,5/13/2016
8,9,1,2016,5,14,Cheyenne NCore,41.18222711,-104.7783342,5/14/2016
15,16,1,2016,5,15,Cheyenne NCore,41.18222711,-104.7783342,5/15/2016
4,4,1,2016,5,17,Cheyenne NCore,41.18222711,-104.7783342,5/17/2016
6,6,1,2016,5,18,Cheyenne NCore,41.18222711,-104.7783342,5/18/2016
7,8,1,2016,5,19,Cheyenne NCore,41.18222711,-104.7783342,5/19/2016
9,10,1,2016,5,20,Cheyenne NCore,41.18222711,-104.7783342,5/20/2016
15,16,1,2016,5,21,Cheyenne NCore,41.18222711,-104.7783342,5/21/2016
9,10,1,2016,5,22,Cheyenne NCore,41.18222711,-104.7783342,5/22/2016
13,14,1,2016,5,23,Cheyenne NCore,41.18222711,-104.7783342,5/23/2016
14,15,1,2016,5,24,Cheyenne NCore,41.18222711,-104.7783342,5/24/2016
10,11,1,2016,5,25,Cheyenne NCore,41.18222711,-104.7783342,5/25/2016
7,8,1,2016,5,26,Cheyenne NCore,41.18222711,-104.7783342,5/26/2016
5,5,1,2016,5,27,Cheyenne NCore,41.18222711,-104.7783342,5/27/2016
4,4,1,2016,5,28,Cheyenne NCore,41.18222711,-104.7783342,5/28/2016
5,5,1,2016,5,29,Cheyenne NCore,41.18222711,-104.7783342,5/29/2016
12,13,1,2016,8,13,Cheyenne NCore,41.18222711,-104.7783342,8/13/2016
13,14,1,2016,8,14,Cheyenne NCore,41.18222711,-104.7783342,8/14/2016
14,15,1,2016,8,15,Cheyenne NCore,41.18222711,-104.7783342,8/15/2016
17,18,1,2016,8,17,Cheyenne NCore,41.18222711,-104.7783342,8/17/2016
13,14,1,2016,8,18,Cheyenne NCore,41.18222711,-104.7783342,8/18/2016
8,9,1,2016,8,19,Cheyenne NCore,41.18222711,-104.7783342,8/19/2016
6,6,1,2016,8,20,Cheyenne NCore,41.18222711,-104.7783342,8/20/2016
9,10,1,2016,8,21,Cheyenne NCore,41.18222711,-104.7783342,8/21/2016
11,12,1,2016,8,27,Cheyenne NCore,41.18222711,-104.7783342,8/27/2016
10,11,1,2016,8,29,Cheyenne NCore,41.18222711,-104.7783342,8/29/2016
10,11,1,2016,9,2,Cheyenne NCore,41.18222711,-104.7783342,9/2/2016
10,11,1,2016,9,3,Cheyenne NCore,41.18222711,-104.7783342,9/3/2016
9,10,1,2016,9,4,Cheyenne NCore,41.18222711,-104.7783342,9/4/2016
9,10,1,2016,9,5,Cheyenne NCore,41.18222711,-104.7783342,9/5/2016
14,15,1,2016,9,6,Cheyenne NCore,41.18222711,-104.7783342,9/6/2016
18,19,1,2016,9,8,Cheyenne NCore,41.18222711,-104.7783342,9/8/2016
10,11,1,2016,9,9,Cheyenne NCore,41.18222711,-104.7783342,9/9/2016
21,23,1,2016,9,10,Cheyenne NCore,41.18222711,-104.7783342,9/10/2016
24,26,1,2016,9,11,Cheyenne NCore,41.18222711,-104.7783342,9/11/2016
14,15,1,2016,9,12,Cheyenne NCore,41.18222711,-104.7783342,9/12/2016
9,10,1,2016,9,13,Cheyenne NCore,41.18222711,-104.7783342,9/13/2016
11,12,1,2016,9,14,Cheyenne NCore,41.18222711,-104.7783342,9/14/2016
7,8,1,2016,9,17,Cheyenne NCore,41.18222711,-104.7783342,9/17/2016
19,20,1,2016,9,21,Cheyenne NCore,41.18222711,-104.7783342,9/21/2016
15,16,1,2016,9,22,Cheyenne NCore,41.18222711,-104.7783342,9/22/2016
18,19,1,2016,9,23,Cheyenne NCore,41.18222711,-104.7783342,9/23/2016
6,7,1,2016,9,24,Cheyenne NCore,41.18222711,-104.7783342,9/24/2016
6,6,1,2016,9,25,Cheyenne NCore,41.18222711,-104.7783342,9/25/2016
8,9,1,2016,9,26,Cheyenne NCore,41.18222711,-104.7783342,9/26/2016
6,7,1,2016,9,27,Cheyenne NCore,41.18222711,-104.7783342,9/27/2016
12,13,1,2016,9,28,Cheyenne NCore,41.18222711,-104.7783342,9/28/2016
31,33,1,2016,9,29,Cheyenne NCore,41.18222711,-104.7783342,9/29/2016
10,11,1,2016,9,30,Cheyenne NCore,41.18222711,-104.7783342,9/30/2016
9,10,1,2016,10,1,Cheyenne NCore,41.18222711,-104.7783342,10/1/2016
8,9,1,2016,10,2,Cheyenne NCore,41.18222711,-104.7783342,10/2/2016
21,23,1,2016,10,3,Cheyenne NCore,41.18222711,-104.7783342,10/3/2016
8,9,1,2016,10,7,Cheyenne NCore,41.18222711,-104.7783342,10/7/2016
7,8,1,2016,10,8,Cheyenne NCore,41.18222711,-104.7783342,10/8/2016
11,12,1,2016,10,9,Cheyenne NCore,41.18222711,-104.7783342,10/9/2016
9,10,1,2016,10,10,Cheyenne NCore,41.18222711,-104.7783342,10/10/2016
8,9,1,2016,10,11,Cheyenne NCore,41.18222711,-104.7783342,10/11/2016
7,8,1,2016,10,12,Cheyenne NCore,41.18222711,-104.7783342,10/12/2016
11,12,1,2016,10,13,Cheyenne NCore,41.18222711,-104.7783342,10/13/2016
12,13,1,2016,10,14,Cheyenne NCore,41.18222711,-104.7783342,10/14/2016
13,14,1,2016,10,15,Cheyenne NCore,41.18222711,-104.7783342,10/15/2016
12,13,1,2016,10,16,Cheyenne NCore,41.18222711,-104.7783342,10/16/2016
20,22,1,2016,10,17,Cheyenne NCore,41.18222711,-104.7783342,10/17/2016
13,14,1,2016,10,18,Cheyenne NCore,41.18222711,-104.7783342,10/18/2016
5,5,1,2016,10,19,Cheyenne NCore,41.18222711,-104.7783342,10/19/2016
10,11,1,2016,10,20,Cheyenne NCore,41.18222711,-104.7783342,10/20/2016
10,11,1,2016,10,25,Cheyenne NCore,41.18222711,-104.7783342,10/25/2016
10,11,1,2016,10,26,Cheyenne NCore,41.18222711,-104.7783342,10/26/2016
17,18,1,2016,10,27,Cheyenne NCore,41.18222711,-104.7783342,10/27/2016
14,15,1,2016,10,28,Cheyenne NCore,41.18222711,-104.7783342,10/28/2016
12,13,1,2016,10,29,Cheyenne NCore,41.18222711,-104.7783342,10/29/2016
15,16,1,2016,10,30,Cheyenne NCore,41.18222711,-104.7783342,10/30/2016
9,10,1,2016,10,31,Cheyenne NCore,41.18222711,-104.7783342,10/31/2016
17,18,1,2016,11,1,Cheyenne NCore,41.18222711,-104.7783342,11/1/2016
8,9,1,2016,11,2,Cheyenne NCore,41.18222711,-104.7783342,11/2/2016
9,10,1,2016,11,3,Cheyenne NCore,41.18222711,-104.7783342,11/3/2016
24,26,1,2016,11,4,Cheyenne NCore,41.18222711,-104.7783342,11/4/2016
17,18,1,2016,11,5,Cheyenne NCore,41.18222711,-104.7783342,11/5/2016
7,8,1,2016,11,6,Cheyenne NCore,41.18222711,-104.7783342,11/6/2016
14,15,1,2016,11,7,Cheyenne NCore,41.18222711,-104.7783342,11/7/2016
19,21,1,2016,11,8,Cheyenne NCore,41.18222711,-104.7783342,11/8/2016
14,15,1,2016,11,9,Cheyenne NCore,41.18222711,-104.7783342,11/9/2016
15,16,1,2016,11,10,Cheyenne NCore,41.18222711,-104.7783342,11/10/2016
23,25,1,2016,11,11,Cheyenne NCore,41.18222711,-104.7783342,11/11/2016
14,15,1,2016,11,12,Cheyenne NCore,41.18222711,-104.7783342,11/12/2016
12,13,1,2016,11,13,Cheyenne NCore,41.18222711,-104.7783342,11/13/2016
10,11,1,2016,11,14,Cheyenne NCore,41.18222711,-104.7783342,11/14/2016
18,19,1,2016,11,15,Cheyenne NCore,41.18222711,-104.7783342,11/15/2016
17,18,1,2016,11,16,Cheyenne NCore,41.18222711,-104.7783342,11/16/2016
7,8,1,2016,11,17,Cheyenne NCore,41.18222711,-104.7783342,11/17/2016
8,9,1,2016,11,18,Cheyenne NCore,41.18222711,-104.7783342,11/18/2016
13,14,1,2016,11,19,Cheyenne NCore,41.18222711,-104.7783342,11/19/2016
5,5,1,2016,11,20,Cheyenne NCore,41.18222711,-104.7783342,11/20/2016
11,12,1,2016,11,21,Cheyenne NCore,41.18222711,-104.7783342,11/21/2016
4,4,1,2016,11,22,Cheyenne NCore,41.18222711,-104.7783342,11/22/2016
7,8,1,2016,11,23,Cheyenne NCore,41.18222711,-104.7783342,11/23/2016
6,7,1,2016,11,24,Cheyenne NCore,41.18222711,-104.7783342,11/24/2016
10,11,1,2016,11,25,Cheyenne NCore,41.18222711,-104.7783342,11/25/2016
10,11,1,2016,11,26,Cheyenne NCore,41.18222711,-104.7783342,11/26/2016
6,6,1,2016,11,27,Cheyenne NCore,41.18222711,-104.7783342,11/27/2016
6,7,1,2016,11,29,Cheyenne NCore,41.18222711,-104.7783342,11/29/2016
5,5,1,2016,11,30,Cheyenne NCore,41.18222711,-104.7783342,11/30/2016
6,6,1,2016,12,1,Cheyenne NCore,41.18222711,-104.7783342,12/1/2016
9,10,1,2016,12,2,Cheyenne NCore,41.18222711,-104.7783342,12/2/2016
7,8,1,2016,12,3,Cheyenne NCore,41.18222711,-104.7783342,12/3/2016
6,6,1,2016,12,4,Cheyenne NCore,41.18222711,-104.7783342,12/4/2016
6,6,1,2016,12,5,Cheyenne NCore,41.18222711,-104.7783342,12/5/2016
14,15,1,2016,12,9,Cheyenne NCore,41.18222711,-104.7783342,12/9/2016
7,8,1,2016,12,10,Cheyenne NCore,41.18222711,-104.7783342,12/10/2016
2,2,1,2016,12,11,Cheyenne NCore,41.18222711,-104.7783342,12/11/2016
5,5,1,2016,12,12,Cheyenne NCore,41.18222711,-104.7783342,12/12/2016
4,4,1,2016,12,13,Cheyenne NCore,41.18222711,-104.7783342,12/13/2016
8,9,1,2016,12,15,Cheyenne NCore,41.18222711,-104.7783342,12/15/2016
7,8,1,2016,12,16,Cheyenne NCore,41.18222711,-104.7783342,12/16/2016
8,9,1,2016,12,17,Cheyenne NCore,41.18222711,-104.7783342,12/17/2016
9,10,1,2016,12,18,Cheyenne NCore,41.18222711,-104.7783342,12/18/2016
10,11,1,2016,12,19,Cheyenne NCore,41.18222711,-104.7783342,12/19/2016
5,5,1,2016,12,20,Cheyenne NCore,41.18222711,-104.7783342,12/20/2016
6,7,1,2016,12,21,Cheyenne NCore,41.18222711,-104.7783342,12/21/2016
17,18,1,2016,12,22,Cheyenne NCore,41.18222711,-104.7783342,12/22/2016
7,8,1,2016,12,23,Cheyenne NCore,41.18222711,-104.7783342,12/23/2016
8,9,1,2016,12,24,Cheyenne NCore,41.18222711,-104.7783342,12/24/2016
8,9,1,2016,12,25,Cheyenne NCore,41.18222711,-104.7783342,12/25/2016
5,5,1,2016,12,26,Cheyenne NCore,41.18222711,-104.7783342,12/26/2016
8,9,1,2016,12,27,Cheyenne NCore,41.18222711,-104.7783342,12/27/2016
5,5,1,2016,12,28,Cheyenne NCore,41.18222711,-104.7783342,12/28/2016
7,8,1,2016,12,29,Cheyenne NCore,41.18222711,-104.7783342,12/29/2016
6,6,1,2016,12,30,Cheyenne NCore,41.18222711,-104.7783342,12/30/2016
14,15,1,2018,1,1,Cheyenne NCore,41.18222711,-104.7783342,1/1/2018
5,5,1,2018,1,2,Cheyenne NCore,41.18222711,-104.7783342,1/2/2018
12,13,1,2018,1,3,Cheyenne NCore,41.18222711,-104.7783342,1/3/2018
13,14,1,2018,1,4,Cheyenne NCore,41.18222711,-104.7783342,1/4/2018
9,10,1,2018,1,5,Cheyenne NCore,41.18222711,-104.7783342,1/5/2018
6,7,1,2018,1,6,Cheyenne NCore,41.18222711,-104.7783342,1/6/2018
4,4,1,2018,1,7,Cheyenne NCore,41.18222711,-104.7783342,1/7/2018
8,9,1,2018,1,8,Cheyenne NCore,41.18222711,-104.7783342,1/8/2018
6,6,1,2018,1,9,Cheyenne NCore,41.18222711,-104.7783342,1/9/2018
4,4,1,2018,1,10,Cheyenne NCore,41.18222711,-104.7783342,1/10/2018
6,6,1,2018,1,11,Cheyenne NCore,41.18222711,-104.7783342,1/11/2018
4,4,1,2018,1,12,Cheyenne NCore,41.18222711,-104.7783342,1/12/2018
4,4,1,2018,1,13,Cheyenne NCore,41.18222711,-104.7783342,1/13/2018
3,3,1,2018,1,14,Cheyenne NCore,41.18222711,-104.7783342,1/14/2018
6,6,1,2018,1,15,Cheyenne NCore,41.18222711,-104.7783342,1/15/2018
12,13,1,2018,1,16,Cheyenne NCore,41.18222711,-104.7783342,1/16/2018
8,9,1,2018,1,17,Cheyenne NCore,41.18222711,-104.7783342,1/17/2018
6,6,1,2018,1,18,Cheyenne NCore,41.18222711,-104.7783342,1/18/2018
6,7,1,2018,1,19,Cheyenne NCore,41.18222711,-104.7783342,1/19/2018
5,5,1,2018,1,20,Cheyenne NCore,41.18222711,-104.7783342,1/20/2018
5,5,1,2018,1,23,Cheyenne NCore,41.18222711,-104.7783342,1/23/2018
7,8,1,2018,1,24,Cheyenne NCore,41.18222711,-104.7783342,1/24/2018
14,15,1,2018,1,25,Cheyenne NCore,41.18222711,-104.7783342,1/25/2018
4,4,1,2018,1,26,Cheyenne NCore,41.18222711,-104.7783342,1/26/2018
5,5,1,2018,1,27,Cheyenne NCore,41.18222711,-104.7783342,1/27/2018
5,5,1,2018,1,28,Cheyenne NCore,41.18222711,-104.7783342,1/28/2018
6,7,1,2018,1,29,Cheyenne NCore,41.18222711,-104.7783342,1/29/2018
7,8,1,2018,1,30,Cheyenne NCore,41.18222711,-104.7783342,1/30/2018
3,3,1,2018,1,31,Cheyenne NCore,41.18222711,-104.7783342,1/31/2018
6,6,1,2018,2,1,Cheyenne NCore,41.18222711,-104.7783342,2/1/2018
5,5,1,2018,2,3,Cheyenne NCore,41.18222711,-104.7783342,2/3/2018
9,10,1,2018,2,4,Cheyenne NCore,41.18222711,-104.7783342,2/4/2018
5,5,1,2018,2,5,Cheyenne NCore,41.18222711,-104.7783342,2/5/2018
4,4,1,2018,2,8,Cheyenne NCore,41.18222711,-104.7783342,2/8/2018
4,4,1,2018,2,9,Cheyenne NCore,41.18222711,-104.7783342,2/9/2018
6,7,1,2018,2,10,Cheyenne NCore,41.18222711,-104.7783342,2/10/2018
