PM10 AQI,DMean PM10,PM-WEIGHT,Year,Month,Day,Site Name,LAt,Lng,Date
6,7,1,2016,8,27,Millbrook School,35.856111,-78.574167,8/27/2016
6,7,1,2016,8,28,Millbrook School,35.856111,-78.574167,8/28/2016
14,15,1,2016,8,28,Millbrook School,35.856111,-78.574167,8/28/2016
14,15,1,2016,8,28,Millbrook School,35.856111,-78.574167,8/28/2016
8,9,1,2016,9,2,Millbrook School,35.856111,-78.574167,9/2/2016
21,23,1,2016,9,10,Millbrook School,35.856111,-78.574167,9/10/2016
16,17,1,2016,9,11,Millbrook School,35.856111,-78.574167,9/11/2016
17,18,1,2016,9,12,Millbrook School,35.856111,-78.574167,9/12/2016
14,15,1,2016,9,12,Millbrook School,35.856111,-78.574167,9/12/2016
15,16,1,2016,9,13,Millbrook School,35.856111,-78.574167,9/13/2016
18,19,1,2016,9,14,Millbrook School,35.856111,-78.574167,9/14/2016
21,23,1,2016,9,15,Millbrook School,35.856111,-78.574167,9/15/2016
19,20,1,2016,9,15,Millbrook School,35.856111,-78.574167,9/15/2016
19,20,1,2016,9,15,Millbrook School,35.856111,-78.574167,9/15/2016
20,22,1,2016,9,16,Millbrook School,35.856111,-78.574167,9/16/2016
15,16,1,2016,9,17,Millbrook School,35.856111,-78.574167,9/17/2016
9,10,1,2016,9,18,Millbrook School,35.856111,-78.574167,9/18/2016
6,7,1,2016,9,18,Millbrook School,35.856111,-78.574167,9/18/2016
9,10,1,2016,9,20,Millbrook School,35.856111,-78.574167,9/20/2016
8,9,1,2016,9,22,Millbrook School,35.856111,-78.574167,9/22/2016
14,15,1,2016,9,23,Millbrook School,35.856111,-78.574167,9/23/2016
19,20,1,2016,9,24,Millbrook School,35.856111,-78.574167,9/24/2016
16,17,1,2016,9,24,Millbrook School,35.856111,-78.574167,9/24/2016
19,21,1,2016,9,25,Millbrook School,35.856111,-78.574167,9/25/2016
16,17,1,2016,9,26,Millbrook School,35.856111,-78.574167,9/26/2016
14,15,1,2016,9,27,Millbrook School,35.856111,-78.574167,9/27/2016
12,13,1,2016,9,27,Millbrook School,35.856111,-78.574167,9/27/2016
11,12,1,2016,9,27,Millbrook School,35.856111,-78.574167,9/27/2016
17,18,1,2016,9,28,Millbrook School,35.856111,-78.574167,9/28/2016
14,15,1,2016,9,30,Millbrook School,35.856111,-78.574167,9/30/2016
10,11,1,2016,9,30,Millbrook School,35.856111,-78.574167,9/30/2016
20,22,1,2016,10,1,Millbrook School,35.856111,-78.574167,10/1/2016
23,25,1,2016,10,2,Millbrook School,35.856111,-78.574167,10/2/2016
17,18,1,2016,10,3,Millbrook School,35.856111,-78.574167,10/3/2016
14,15,1,2016,10,3,Millbrook School,35.856111,-78.574167,10/3/2016
14,15,1,2016,10,3,Millbrook School,35.856111,-78.574167,10/3/2016
17,18,1,2016,10,4,Millbrook School,35.856111,-78.574167,10/4/2016
18,19,1,2016,10,5,Millbrook School,35.856111,-78.574167,10/5/2016
13,14,1,2016,10,6,Millbrook School,35.856111,-78.574167,10/6/2016
10,11,1,2016,10,6,Millbrook School,35.856111,-78.574167,10/6/2016
9,10,1,2016,10,7,Millbrook School,35.856111,-78.574167,10/7/2016
6,6,1,2016,10,8,Millbrook School,35.856111,-78.574167,10/8/2016
10,11,1,2016,10,9,Millbrook School,35.856111,-78.574167,10/9/2016
5,5,1,2016,10,9,Millbrook School,35.856111,-78.574167,10/9/2016
5,5,1,2016,10,9,Millbrook School,35.856111,-78.574167,10/9/2016
8,9,1,2016,10,10,Millbrook School,35.856111,-78.574167,10/10/2016
12,13,1,2016,10,11,Millbrook School,35.856111,-78.574167,10/11/2016
12,13,1,2016,10,12,Millbrook School,35.856111,-78.574167,10/12/2016
9,10,1,2016,10,12,Millbrook School,35.856111,-78.574167,10/12/2016
15,16,1,2016,10,13,Millbrook School,35.856111,-78.574167,10/13/2016
12,13,1,2016,10,14,Millbrook School,35.856111,-78.574167,10/14/2016
14,15,1,2016,10,15,Millbrook School,35.856111,-78.574167,10/15/2016
10,11,1,2016,10,15,Millbrook School,35.856111,-78.574167,10/15/2016
10,11,1,2016,10,15,Millbrook School,35.856111,-78.574167,10/15/2016
17,18,1,2016,10,16,Millbrook School,35.856111,-78.574167,10/16/2016
21,23,1,2016,10,17,Millbrook School,35.856111,-78.574167,10/17/2016
21,23,1,2016,10,18,Millbrook School,35.856111,-78.574167,10/18/2016
17,18,1,2016,10,18,Millbrook School,35.856111,-78.574167,10/18/2016
19,21,1,2016,10,20,Millbrook School,35.856111,-78.574167,10/20/2016
11,12,1,2016,10,21,Millbrook School,35.856111,-78.574167,10/21/2016
8,9,1,2016,10,21,Millbrook School,35.856111,-78.574167,10/21/2016
8,9,1,2016,10,21,Millbrook School,35.856111,-78.574167,10/21/2016
8,9,1,2016,10,22,Millbrook School,35.856111,-78.574167,10/22/2016
12,13,1,2016,10,23,Millbrook School,35.856111,-78.574167,10/23/2016
19,21,1,2016,10,24,Millbrook School,35.856111,-78.574167,10/24/2016
14,15,1,2016,10,24,Millbrook School,35.856111,-78.574167,10/24/2016
18,19,1,2016,10,25,Millbrook School,35.856111,-78.574167,10/25/2016
18,19,1,2016,10,26,Millbrook School,35.856111,-78.574167,10/26/2016
19,21,1,2016,10,27,Millbrook School,35.856111,-78.574167,10/27/2016
15,16,1,2016,10,27,Millbrook School,35.856111,-78.574167,10/27/2016
15,16,1,2016,10,27,Millbrook School,35.856111,-78.574167,10/27/2016
16,17,1,2016,10,28,Millbrook School,35.856111,-78.574167,10/28/2016
21,23,1,2016,10,29,Millbrook School,35.856111,-78.574167,10/29/2016
22,24,1,2016,10,30,Millbrook School,35.856111,-78.574167,10/30/2016
19,20,1,2016,10,30,Millbrook School,35.856111,-78.574167,10/30/2016
18,19,1,2016,10,31,Millbrook School,35.856111,-78.574167,10/31/2016
16,17,1,2016,11,1,Millbrook School,35.856111,-78.574167,11/1/2016
26,28,1,2016,11,2,Millbrook School,35.856111,-78.574167,11/2/2016
22,24,1,2016,11,2,Millbrook School,35.856111,-78.574167,11/2/2016
22,24,1,2016,11,2,Millbrook School,35.856111,-78.574167,11/2/2016
30,32,1,2016,11,3,Millbrook School,35.856111,-78.574167,11/3/2016
12,13,1,2016,11,4,Millbrook School,35.856111,-78.574167,11/4/2016
13,14,1,2016,11,5,Millbrook School,35.856111,-78.574167,11/5/2016
8,9,1,2016,11,5,Millbrook School,35.856111,-78.574167,11/5/2016
16,17,1,2016,11,6,Millbrook School,35.856111,-78.574167,11/6/2016
12,13,1,2016,11,7,Millbrook School,35.856111,-78.574167,11/7/2016
18,19,1,2016,11,8,Millbrook School,35.856111,-78.574167,11/8/2016
13,14,1,2016,11,8,Millbrook School,35.856111,-78.574167,11/8/2016
12,13,1,2016,11,8,Millbrook School,35.856111,-78.574167,11/8/2016
21,23,1,2016,11,9,Millbrook School,35.856111,-78.574167,11/9/2016
14,15,1,2016,11,10,Millbrook School,35.856111,-78.574167,11/10/2016
19,20,1,2016,11,11,Millbrook School,35.856111,-78.574167,11/11/2016
12,13,1,2016,11,11,Millbrook School,35.856111,-78.574167,11/11/2016
12,13,1,2016,11,12,Millbrook School,35.856111,-78.574167,11/12/2016
18,19,1,2016,11,13,Millbrook School,35.856111,-78.574167,11/13/2016
13,14,1,2016,11,14,Millbrook School,35.856111,-78.574167,11/14/2016
8,9,1,2016,11,14,Millbrook School,35.856111,-78.574167,11/14/2016
8,9,1,2016,11,14,Millbrook School,35.856111,-78.574167,11/14/2016
22,24,1,2016,11,15,Millbrook School,35.856111,-78.574167,11/15/2016
31,34,1,2016,11,16,Millbrook School,35.856111,-78.574167,11/16/2016
28,30,1,2016,11,17,Millbrook School,35.856111,-78.574167,11/17/2016
20,22,1,2016,11,17,Millbrook School,35.856111,-78.574167,11/17/2016
54,61,1,2016,11,18,Millbrook School,35.856111,-78.574167,11/18/2016
40,43,1,2016,11,19,Millbrook School,35.856111,-78.574167,11/19/2016
11,12,1,2016,11,20,Millbrook School,35.856111,-78.574167,11/20/2016
6,7,1,2016,11,20,Millbrook School,35.856111,-78.574167,11/20/2016
6,6,1,2016,11,20,Millbrook School,35.856111,-78.574167,11/20/2016
12,13,1,2016,11,21,Millbrook School,35.856111,-78.574167,11/21/2016
14,15,1,2016,11,22,Millbrook School,35.856111,-78.574167,11/22/2016
23,25,1,2016,11,23,Millbrook School,35.856111,-78.574167,11/23/2016
18,19,1,2016,11,23,Millbrook School,35.856111,-78.574167,11/23/2016
23,25,1,2016,11,24,Millbrook School,35.856111,-78.574167,11/24/2016
27,29,1,2016,11,25,Millbrook School,35.856111,-78.574167,11/25/2016
15,16,1,2016,11,26,Millbrook School,35.856111,-78.574167,11/26/2016
10,11,1,2016,11,26,Millbrook School,35.856111,-78.574167,11/26/2016
11,12,1,2016,11,26,Millbrook School,35.856111,-78.574167,11/26/2016
14,15,1,2016,11,27,Millbrook School,35.856111,-78.574167,11/27/2016
24,26,1,2016,11,28,Millbrook School,35.856111,-78.574167,11/28/2016
16,17,1,2016,11,30,Millbrook School,35.856111,-78.574167,11/30/2016
12,13,1,2016,12,1,Millbrook School,35.856111,-78.574167,12/1/2016
13,14,1,2016,12,2,Millbrook School,35.856111,-78.574167,12/2/2016
8,9,1,2016,12,2,Millbrook School,35.856111,-78.574167,12/2/2016
8,9,1,2016,12,2,Millbrook School,35.856111,-78.574167,12/2/2016
11,12,1,2016,12,3,Millbrook School,35.856111,-78.574167,12/3/2016
15,16,1,2016,12,4,Millbrook School,35.856111,-78.574167,12/4/2016
9,10,1,2016,12,5,Millbrook School,35.856111,-78.574167,12/5/2016
4,4,1,2016,12,5,Millbrook School,35.856111,-78.574167,12/5/2016
8,9,1,2016,12,6,Millbrook School,35.856111,-78.574167,12/6/2016
12,13,1,2016,12,7,Millbrook School,35.856111,-78.574167,12/7/2016
14,15,1,2016,12,8,Millbrook School,35.856111,-78.574167,12/8/2016
7,8,1,2016,12,8,Millbrook School,35.856111,-78.574167,12/8/2016
7,8,1,2016,12,8,Millbrook School,35.856111,-78.574167,12/8/2016
12,13,1,2016,12,10,Millbrook School,35.856111,-78.574167,12/10/2016
19,21,1,2016,12,11,Millbrook School,35.856111,-78.574167,12/11/2016
14,15,1,2016,12,11,Millbrook School,35.856111,-78.574167,12/11/2016
22,24,1,2016,12,12,Millbrook School,35.856111,-78.574167,12/12/2016
13,14,1,2016,12,15,Millbrook School,35.856111,-78.574167,12/15/2016
12,13,1,2016,12,16,Millbrook School,35.856111,-78.574167,12/16/2016
20,22,1,2016,12,17,Millbrook School,35.856111,-78.574167,12/17/2016
16,17,1,2016,12,17,Millbrook School,35.856111,-78.574167,12/17/2016
16,17,1,2016,12,18,Millbrook School,35.856111,-78.574167,12/18/2016
12,13,1,2016,12,19,Millbrook School,35.856111,-78.574167,12/19/2016
14,15,1,2016,12,20,Millbrook School,35.856111,-78.574167,12/20/2016
8,9,1,2016,12,20,Millbrook School,35.856111,-78.574167,12/20/2016
7,8,1,2016,12,20,Millbrook School,35.856111,-78.574167,12/20/2016
18,19,1,2016,12,21,Millbrook School,35.856111,-78.574167,12/21/2016
19,20,1,2016,12,22,Millbrook School,35.856111,-78.574167,12/22/2016
16,17,1,2016,12,23,Millbrook School,35.856111,-78.574167,12/23/2016
10,11,1,2016,12,23,Millbrook School,35.856111,-78.574167,12/23/2016
23,25,1,2016,12,24,Millbrook School,35.856111,-78.574167,12/24/2016
15,16,1,2016,12,25,Millbrook School,35.856111,-78.574167,12/25/2016
15,16,1,2016,12,26,Millbrook School,35.856111,-78.574167,12/26/2016
10,11,1,2016,12,26,Millbrook School,35.856111,-78.574167,12/26/2016
10,11,1,2016,12,26,Millbrook School,35.856111,-78.574167,12/26/2016
12,13,1,2016,12,27,Millbrook School,35.856111,-78.574167,12/27/2016
13,14,1,2016,12,28,Millbrook School,35.856111,-78.574167,12/28/2016
12,13,1,2016,12,29,Millbrook School,35.856111,-78.574167,12/29/2016
6,7,1,2016,12,29,Millbrook School,35.856111,-78.574167,12/29/2016
9,10,1,2016,12,30,Millbrook School,35.856111,-78.574167,12/30/2016
5,5,1,2016,1,1,Millbrook School,35.856111,-78.574167,1/1/2016
4,4,1,2016,1,1,Millbrook School,35.856111,-78.574167,1/1/2016
5,5,1,2016,1,4,Millbrook School,35.856111,-78.574167,1/4/2016
3,3,1,2016,1,10,Millbrook School,35.856111,-78.574167,1/10/2016
6,7,1,2016,1,13,Millbrook School,35.856111,-78.574167,1/13/2016
6,7,1,2016,1,13,Millbrook School,35.856111,-78.574167,1/13/2016
6,6,1,2016,1,16,Millbrook School,35.856111,-78.574167,1/16/2016
7,8,1,2016,1,22,Millbrook School,35.856111,-78.574167,1/22/2016
13,14,1,2016,1,25,Millbrook School,35.856111,-78.574167,1/25/2016
16,17,1,2016,1,25,Millbrook School,35.856111,-78.574167,1/25/2016
12,13,1,2016,1,28,Millbrook School,35.856111,-78.574167,1/28/2016
12,13,1,2016,1,31,Millbrook School,35.856111,-78.574167,1/31/2016
11,12,1,2016,1,31,Millbrook School,35.856111,-78.574167,1/31/2016
11,12,1,2016,2,3,Millbrook School,35.856111,-78.574167,2/3/2016
6,7,1,2016,2,6,Millbrook School,35.856111,-78.574167,2/6/2016
6,7,1,2016,2,6,Millbrook School,35.856111,-78.574167,2/6/2016
5,5,1,2016,2,9,Millbrook School,35.856111,-78.574167,2/9/2016
8,9,1,2016,2,12,Millbrook School,35.856111,-78.574167,2/12/2016
8,9,1,2016,2,12,Millbrook School,35.856111,-78.574167,2/12/2016
5,5,1,2016,2,15,Millbrook School,35.856111,-78.574167,2/15/2016
6,6,1,2016,2,18,Millbrook School,35.856111,-78.574167,2/18/2016
6,7,1,2016,2,18,Millbrook School,35.856111,-78.574167,2/18/2016
19,21,1,2016,2,21,Millbrook School,35.856111,-78.574167,2/21/2016
6,7,1,2016,2,24,Millbrook School,35.856111,-78.574167,2/24/2016
6,7,1,2016,2,24,Millbrook School,35.856111,-78.574167,2/24/2016
7,8,1,2016,2,27,Millbrook School,35.856111,-78.574167,2/27/2016
6,7,1,2016,3,4,Millbrook School,35.856111,-78.574167,3/4/2016
13,14,1,2016,3,7,Millbrook School,35.856111,-78.574167,3/7/2016
14,15,1,2016,3,7,Millbrook School,35.856111,-78.574167,3/7/2016
19,20,1,2016,3,10,Millbrook School,35.856111,-78.574167,3/10/2016
14,15,1,2016,3,13,Millbrook School,35.856111,-78.574167,3/13/2016
14,15,1,2016,3,13,Millbrook School,35.856111,-78.574167,3/13/2016
16,17,1,2016,3,19,Millbrook School,35.856111,-78.574167,3/19/2016
16,17,1,2016,3,19,Millbrook School,35.856111,-78.574167,3/19/2016
12,13,1,2016,3,22,Millbrook School,35.856111,-78.574167,3/22/2016
19,21,1,2016,3,25,Millbrook School,35.856111,-78.574167,3/25/2016
19,20,1,2016,3,25,Millbrook School,35.856111,-78.574167,3/25/2016
8,9,1,2016,3,28,Millbrook School,35.856111,-78.574167,3/28/2016
14,15,1,2016,3,31,Millbrook School,35.856111,-78.574167,3/31/2016
14,15,1,2016,3,31,Millbrook School,35.856111,-78.574167,3/31/2016
6,7,1,2016,4,3,Millbrook School,35.856111,-78.574167,4/3/2016
9,10,1,2016,4,6,Millbrook School,35.856111,-78.574167,4/6/2016
9,10,1,2016,4,6,Millbrook School,35.856111,-78.574167,4/6/2016
6,7,1,2016,4,9,Millbrook School,35.856111,-78.574167,4/9/2016
7,8,1,2016,4,12,Millbrook School,35.856111,-78.574167,4/12/2016
8,9,1,2016,4,12,Millbrook School,35.856111,-78.574167,4/12/2016
15,16,1,2016,4,18,Millbrook School,35.856111,-78.574167,4/18/2016
15,16,1,2016,4,18,Millbrook School,35.856111,-78.574167,4/18/2016
20,22,1,2016,4,21,Millbrook School,35.856111,-78.574167,4/21/2016
8,9,1,2016,4,24,Millbrook School,35.856111,-78.574167,4/24/2016
8,9,1,2016,4,24,Millbrook School,35.856111,-78.574167,4/24/2016
19,20,1,2016,4,27,Millbrook School,35.856111,-78.574167,4/27/2016
9,10,1,2016,4,30,Millbrook School,35.856111,-78.574167,4/30/2016
12,13,1,2016,4,30,Millbrook School,35.856111,-78.574167,4/30/2016
9,10,1,2016,5,3,Millbrook School,35.856111,-78.574167,5/3/2016
4,4,1,2016,5,6,Millbrook School,35.856111,-78.574167,5/6/2016
4,4,1,2016,5,6,Millbrook School,35.856111,-78.574167,5/6/2016
17,18,1,2016,5,12,Millbrook School,35.856111,-78.574167,5/12/2016
17,18,1,2016,5,12,Millbrook School,35.856111,-78.574167,5/12/2016
6,6,1,2016,5,15,Millbrook School,35.856111,-78.574167,5/15/2016
6,7,1,2016,5,18,Millbrook School,35.856111,-78.574167,5/18/2016
6,7,1,2016,5,18,Millbrook School,35.856111,-78.574167,5/18/2016
5,5,1,2016,5,21,Millbrook School,35.856111,-78.574167,5/21/2016
10,11,1,2016,6,8,Millbrook School,35.856111,-78.574167,6/8/2016
18,19,1,2016,6,11,Millbrook School,35.856111,-78.574167,6/11/2016
18,19,1,2016,6,11,Millbrook School,35.856111,-78.574167,6/11/2016
16,17,1,2016,6,14,Millbrook School,35.856111,-78.574167,6/14/2016
7,8,1,2016,6,17,Millbrook School,35.856111,-78.574167,6/17/2016
7,8,1,2016,6,17,Millbrook School,35.856111,-78.574167,6/17/2016
11,12,1,2016,6,26,Millbrook School,35.856111,-78.574167,6/26/2016
14,15,1,2016,6,29,Millbrook School,35.856111,-78.574167,6/29/2016
13,14,1,2016,6,29,Millbrook School,35.856111,-78.574167,6/29/2016
11,12,1,2016,7,2,Millbrook School,35.856111,-78.574167,7/2/2016
13,14,1,2016,7,8,Millbrook School,35.856111,-78.574167,7/8/2016
14,15,1,2016,7,11,Millbrook School,35.856111,-78.574167,7/11/2016
27,29,1,2016,7,14,Millbrook School,35.856111,-78.574167,7/14/2016
27,29,1,2016,7,14,Millbrook School,35.856111,-78.574167,7/14/2016
17,18,1,2016,7,15,Millbrook School,35.856111,-78.574167,7/15/2016
9,10,1,2016,7,17,Millbrook School,35.856111,-78.574167,7/17/2016
9,10,1,2016,7,17,Millbrook School,35.856111,-78.574167,7/17/2016
11,12,1,2016,7,20,Millbrook School,35.856111,-78.574167,7/20/2016
15,16,1,2016,7,23,Millbrook School,35.856111,-78.574167,7/23/2016
15,16,1,2016,7,23,Millbrook School,35.856111,-78.574167,7/23/2016
16,17,1,2016,7,26,Millbrook School,35.856111,-78.574167,7/26/2016
11,12,1,2016,8,1,Millbrook School,35.856111,-78.574167,8/1/2016
11,12,1,2016,8,4,Millbrook School,35.856111,-78.574167,8/4/2016
11,12,1,2016,8,4,Millbrook School,35.856111,-78.574167,8/4/2016
17,18,1,2016,8,10,Millbrook School,35.856111,-78.574167,8/10/2016
18,19,1,2016,8,10,Millbrook School,35.856111,-78.574167,8/10/2016
10,11,1,2016,8,13,Millbrook School,35.856111,-78.574167,8/13/2016
10,11,1,2016,8,16,Millbrook School,35.856111,-78.574167,8/16/2016
9,10,1,2016,8,16,Millbrook School,35.856111,-78.574167,8/16/2016
10,11,1,2016,8,19,Millbrook School,35.856111,-78.574167,8/19/2016
9,10,1,2016,8,22,Millbrook School,35.856111,-78.574167,8/22/2016
9,10,1,2016,8,22,Millbrook School,35.856111,-78.574167,8/22/2016
17,18,1,2016,8,25,Millbrook School,35.856111,-78.574167,8/25/2016
18,19,1,2016,8,26,Millbrook School,35.856111,-78.574167,8/26/2016
15,16,1,2016,8,31,Millbrook School,35.856111,-78.574167,8/31/2016
6,7,1,2016,9,3,Millbrook School,35.856111,-78.574167,9/3/2016
7,8,1,2016,9,3,Millbrook School,35.856111,-78.574167,9/3/2016
13,14,1,2016,9,6,Millbrook School,35.856111,-78.574167,9/6/2016
21,23,1,2016,9,9,Millbrook School,35.856111,-78.574167,9/9/2016
21,23,1,2016,9,9,Millbrook School,35.856111,-78.574167,9/9/2016
4,4,1,2016,9,21,Millbrook School,35.856111,-78.574167,9/21/2016
3,3,1,2016,9,21,Millbrook School,35.856111,-78.574167,9/21/2016
6,7,1,2018,1,1,Millbrook School,35.856111,-78.574167,1/1/2018
11,12,1,2018,1,2,Millbrook School,35.856111,-78.574167,1/2/2018
19,20,1,2018,1,3,Millbrook School,35.856111,-78.574167,1/3/2018
12,13,1,2018,1,4,Millbrook School,35.856111,-78.574167,1/4/2018
11,12,1,2018,1,5,Millbrook School,35.856111,-78.574167,1/5/2018
7,8,1,2018,1,6,Millbrook School,35.856111,-78.574167,1/6/2018
10,11,1,2018,1,7,Millbrook School,35.856111,-78.574167,1/7/2018
20,22,1,2018,1,8,Millbrook School,35.856111,-78.574167,1/8/2018
19,21,1,2018,1,9,Millbrook School,35.856111,-78.574167,1/9/2018
10,11,1,2018,1,10,Millbrook School,35.856111,-78.574167,1/10/2018
12,13,1,2018,1,11,Millbrook School,35.856111,-78.574167,1/11/2018
2,2,1,2018,1,12,Millbrook School,35.856111,-78.574167,1/12/2018
4,4,1,2018,1,13,Millbrook School,35.856111,-78.574167,1/13/2018
15,16,1,2018,1,17,Millbrook School,35.856111,-78.574167,1/17/2018
11,12,1,2018,1,18,Millbrook School,35.856111,-78.574167,1/18/2018
18,19,1,2018,1,19,Millbrook School,35.856111,-78.574167,1/19/2018
18,19,1,2018,1,20,Millbrook School,35.856111,-78.574167,1/20/2018
17,18,1,2018,1,21,Millbrook School,35.856111,-78.574167,1/21/2018
