DMean PM10,Year,Month,Day,PM-WEIGHT,Flag,Site Name,Lat,Lng,Date
17,2016,1,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/1/2016
17,2016,1,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/1/2016
7,2016,1,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/7/2016
22,2016,1,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/13/2016
22,2016,1,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/13/2016
18,2016,1,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/19/2016
18,2016,1,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/19/2016
26,2016,1,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/25/2016
26,2016,1,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/25/2016
10,2016,1,31,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/31/2016
17,2016,2,6,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/6/2016
38,2016,2,12,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/12/2016
13,2016,2,18,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/18/2016
22,2016,2,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/24/2016
12,2016,3,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/7/2016
12,2016,3,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/7/2016
19,2016,3,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/13/2016
19,2016,3,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/13/2016
41,2016,3,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/19/2016
41,2016,3,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/19/2016
28,2016,3,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/25/2016
28,2016,3,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/25/2016
25,2016,3,31,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/31/2016
25,2016,3,31,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/31/2016
26,2016,4,6,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/6/2016
26,2016,4,6,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/6/2016
18,2016,4,12,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/12/2016
18,2016,4,12,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/12/2016
26,2016,4,18,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/18/2016
26,2016,4,18,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/18/2016
28,2016,4,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/24/2016
28,2016,4,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/24/2016
24,2016,4,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/30/2016
24,2016,4,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/30/2016
10,2016,5,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/7/2016
10,2016,5,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/7/2016
18,2016,5,18,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/18/2016
18,2016,5,18,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/18/2016
13,2016,5,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/24/2016
13,2016,5,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/24/2016
16,2016,5,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/30/2016
16,2016,5,30,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/30/2016
12,2016,6,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/5/2016
12,2016,6,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/5/2016
7,2016,6,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/11/2016
7,2016,6,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/11/2016
45,2016,6,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/17/2016
45,2016,6,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/17/2016
29,2016,6,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/23/2016
29,2016,6,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/23/2016
30,2016,6,29,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/29/2016
30,2016,6,29,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/29/2016
19,2016,7,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/5/2016
19,2016,7,5,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/5/2016
29,2016,7,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/11/2016
29,2016,7,11,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/11/2016
19,2016,7,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/17/2016
19,2016,7,17,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/17/2016
48,2016,7,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/23/2016
48,2016,7,23,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/23/2016
23,2016,8,4,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/4/2016
23,2016,8,4,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/4/2016
24,2016,8,10,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/10/2016
24,2016,8,10,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/10/2016
29,2016,8,22,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/22/2016
29,2016,8,22,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/22/2016
24,2016,8,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/28/2016
24,2016,8,28,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/28/2016
24,2016,9,3,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/3/2016
24,2016,9,3,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/3/2016
28,2016,9,9,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/9/2016
28,2016,9,9,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/9/2016
28,2016,9,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/15/2016
28,2016,9,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/15/2016
41,2016,9,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/27/2016
41,2016,9,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,9/27/2016
32,2016,10,3,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/3/2016
32,2016,10,3,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/3/2016
26,2016,10,9,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/9/2016
26,2016,10,9,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/9/2016
17,2016,10,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/15/2016
17,2016,10,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/15/2016
35,2016,10,21,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/21/2016
35,2016,10,21,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/21/2016
32,2016,10,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/27/2016
32,2016,10,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,10/27/2016
27,2016,11,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/2/2016
27,2016,11,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/2/2016
32,2016,11,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/8/2016
32,2016,11,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/8/2016
29,2016,11,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/14/2016
29,2016,11,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/14/2016
24,2016,11,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/20/2016
24,2016,11,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/20/2016
23,2016,11,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/26/2016
23,2016,11,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,11/26/2016
36,2016,12,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/8/2016
36,2016,12,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/8/2016
64,2016,12,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/14/2016
28,2016,12,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/20/2016
19,2016,12,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/26/2016
19,2016,12,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,12/26/2016
15,2016,1,7,1,0,Long Beach (Hudson),33.8025,-118.22,1/7/2016
44,2016,1,13,1,0,Long Beach (Hudson),33.8025,-118.22,1/13/2016
26,2016,1,19,1,0,Long Beach (Hudson),33.8025,-118.22,1/19/2016
43,2016,1,25,1,0,Long Beach (Hudson),33.8025,-118.22,1/25/2016
24,2016,1,31,1,0,Long Beach (Hudson),33.8025,-118.22,1/31/2016
54,2016,2,12,1,0,Long Beach (Hudson),33.8025,-118.22,2/12/2016
26,2016,2,18,1,0,Long Beach (Hudson),33.8025,-118.22,2/18/2016
44,2016,2,24,1,0,Long Beach (Hudson),33.8025,-118.22,2/24/2016
40,2016,3,1,1,0,Long Beach (Hudson),33.8025,-118.22,3/1/2016
27,2016,3,7,1,0,Long Beach (Hudson),33.8025,-118.22,3/7/2016
17,2016,3,13,1,0,Long Beach (Hudson),33.8025,-118.22,3/13/2016
24,2016,3,19,1,0,Long Beach (Hudson),33.8025,-118.22,3/19/2016
27,2016,3,25,1,0,Long Beach (Hudson),33.8025,-118.22,3/25/2016
38,2016,3,31,1,0,Long Beach (Hudson),33.8025,-118.22,3/31/2016
32,2016,4,6,1,0,Long Beach (Hudson),33.8025,-118.22,4/6/2016
25,2016,4,12,1,0,Long Beach (Hudson),33.8025,-118.22,4/12/2016
31,2016,4,18,1,0,Long Beach (Hudson),33.8025,-118.22,4/18/2016
29,2016,4,24,1,0,Long Beach (Hudson),33.8025,-118.22,4/24/2016
23,2016,4,30,1,0,Long Beach (Hudson),33.8025,-118.22,4/30/2016
12,2016,5,6,1,0,Long Beach (Hudson),33.8025,-118.22,5/6/2016
22,2016,5,12,1,0,Long Beach (Hudson),33.8025,-118.22,5/12/2016
25,2016,5,18,1,0,Long Beach (Hudson),33.8025,-118.22,5/18/2016
19,2016,5,24,1,0,Long Beach (Hudson),33.8025,-118.22,5/24/2016
16,2016,5,30,1,0,Long Beach (Hudson),33.8025,-118.22,5/30/2016
11,2016,6,5,1,0,Long Beach (Hudson),33.8025,-118.22,6/5/2016
8,2016,6,11,1,0,Long Beach (Hudson),33.8025,-118.22,6/11/2016
49,2016,6,17,1,0,Long Beach (Hudson),33.8025,-118.22,6/17/2016
25,2016,6,23,1,0,Long Beach (Hudson),33.8025,-118.22,6/23/2016
31,2016,6,29,1,0,Long Beach (Hudson),33.8025,-118.22,6/29/2016
19,2016,7,5,1,0,Long Beach (Hudson),33.8025,-118.22,7/5/2016
31,2016,7,11,1,0,Long Beach (Hudson),33.8025,-118.22,7/11/2016
18,2016,7,17,1,0,Long Beach (Hudson),33.8025,-118.22,7/17/2016
36,2016,7,23,1,0,Long Beach (Hudson),33.8025,-118.22,7/23/2016
29,2016,7,29,1,0,Long Beach (Hudson),33.8025,-118.22,7/29/2016
26,2016,8,4,1,0,Long Beach (Hudson),33.8025,-118.22,8/4/2016
26,2016,8,10,1,0,Long Beach (Hudson),33.8025,-118.22,8/10/2016
30,2016,8,16,1,0,Long Beach (Hudson),33.8025,-118.22,8/16/2016
27,2016,8,22,1,0,Long Beach (Hudson),33.8025,-118.22,8/22/2016
27,2016,8,28,1,0,Long Beach (Hudson),33.8025,-118.22,8/28/2016
19,2016,9,3,1,0,Long Beach (Hudson),33.8025,-118.22,9/3/2016
33,2016,9,9,1,0,Long Beach (Hudson),33.8025,-118.22,9/9/2016
33,2016,9,15,1,0,Long Beach (Hudson),33.8025,-118.22,9/15/2016
31,2016,9,21,1,0,Long Beach (Hudson),33.8025,-118.22,9/21/2016
55,2016,9,27,1,0,Long Beach (Hudson),33.8025,-118.22,9/27/2016
52,2016,10,3,1,0,Long Beach (Hudson),33.8025,-118.22,10/3/2016
29,2016,10,9,1,0,Long Beach (Hudson),33.8025,-118.22,10/9/2016
17,2016,10,15,1,0,Long Beach (Hudson),33.8025,-118.22,10/15/2016
49,2016,10,27,1,0,Long Beach (Hudson),33.8025,-118.22,10/27/2016
58,2016,11,8,1,0,Long Beach (Hudson),33.8025,-118.22,11/8/2016
53,2016,11,14,1,0,Long Beach (Hudson),33.8025,-118.22,11/14/2016
17,2016,11,20,1,0,Long Beach (Hudson),33.8025,-118.22,11/20/2016
24,2016,11,26,1,0,Long Beach (Hudson),33.8025,-118.22,11/26/2016
54,2016,12,2,1,0,Long Beach (Hudson),33.8025,-118.22,12/2/2016
41,2016,12,8,1,0,Long Beach (Hudson),33.8025,-118.22,12/8/2016
51,2016,12,14,1,0,Long Beach (Hudson),33.8025,-118.22,12/14/2016
75,2016,12,20,1,0,Long Beach (Hudson),33.8025,-118.22,12/20/2016
24,2016,12,26,1,0,Long Beach (Hudson),33.8025,-118.22,12/26/2016
12,2016,1,1,1,0,LAX Hastings,33.95507,-118.43049,1/1/2016
14,2016,1,7,1,0,LAX Hastings,33.95507,-118.43049,1/7/2016
18,2016,1,13,1,0,LAX Hastings,33.95507,-118.43049,1/13/2016
18,2016,1,25,1,0,LAX Hastings,33.95507,-118.43049,1/25/2016
18,2016,1,31,1,0,LAX Hastings,33.95507,-118.43049,1/31/2016
12,2016,2,6,1,0,LAX Hastings,33.95507,-118.43049,2/6/2016
39,2016,2,12,1,0,LAX Hastings,33.95507,-118.43049,2/12/2016
14,2016,2,18,1,0,LAX Hastings,33.95507,-118.43049,2/18/2016
20,2016,2,24,1,0,LAX Hastings,33.95507,-118.43049,2/24/2016
37,2016,3,1,1,0,LAX Hastings,33.95507,-118.43049,3/1/2016
16,2016,3,7,1,0,LAX Hastings,33.95507,-118.43049,3/7/2016
19,2016,3,13,1,0,LAX Hastings,33.95507,-118.43049,3/13/2016
28,2016,3,19,1,0,LAX Hastings,33.95507,-118.43049,3/19/2016
25,2016,4,18,1,0,LAX Hastings,33.95507,-118.43049,4/18/2016
30,2016,4,24,1,0,LAX Hastings,33.95507,-118.43049,4/24/2016
25,2016,4,30,1,0,LAX Hastings,33.95507,-118.43049,4/30/2016
9,2016,5,6,1,0,LAX Hastings,33.95507,-118.43049,5/6/2016
13,2016,5,18,1,0,LAX Hastings,33.95507,-118.43049,5/18/2016
10,2016,5,24,1,0,LAX Hastings,33.95507,-118.43049,5/24/2016
13,2016,5,30,1,0,LAX Hastings,33.95507,-118.43049,5/30/2016
6,2016,6,5,1,0,LAX Hastings,33.95507,-118.43049,6/5/2016
8,2016,6,11,1,0,LAX Hastings,33.95507,-118.43049,6/11/2016
32,2016,6,17,1,0,LAX Hastings,33.95507,-118.43049,6/17/2016
21,2016,6,23,1,0,LAX Hastings,33.95507,-118.43049,6/23/2016
18,2016,6,29,1,0,LAX Hastings,33.95507,-118.43049,6/29/2016
13,2016,7,5,1,0,LAX Hastings,33.95507,-118.43049,7/5/2016
28,2016,7,11,1,0,LAX Hastings,33.95507,-118.43049,7/11/2016
13,2016,7,17,1,0,LAX Hastings,33.95507,-118.43049,7/17/2016
40,2016,7,23,1,0,LAX Hastings,33.95507,-118.43049,7/23/2016
18,2016,7,29,1,0,LAX Hastings,33.95507,-118.43049,7/29/2016
23,2016,8,4,1,0,LAX Hastings,33.95507,-118.43049,8/4/2016
18,2016,8,16,1,0,LAX Hastings,33.95507,-118.43049,8/16/2016
24,2016,8,28,1,0,LAX Hastings,33.95507,-118.43049,8/28/2016
19,2016,9,3,1,0,LAX Hastings,33.95507,-118.43049,9/3/2016
22,2016,9,9,1,0,LAX Hastings,33.95507,-118.43049,9/9/2016
27,2016,9,15,1,0,LAX Hastings,33.95507,-118.43049,9/15/2016
43,2016,9,27,1,0,LAX Hastings,33.95507,-118.43049,9/27/2016
32,2016,10,3,1,0,LAX Hastings,33.95507,-118.43049,10/3/2016
23,2016,10,9,1,0,LAX Hastings,33.95507,-118.43049,10/9/2016
26,2016,10,21,1,0,LAX Hastings,33.95507,-118.43049,10/21/2016
24,2016,10,27,1,0,LAX Hastings,33.95507,-118.43049,10/27/2016
28,2016,11,2,1,0,LAX Hastings,33.95507,-118.43049,11/2/2016
35,2016,11,8,1,0,LAX Hastings,33.95507,-118.43049,11/8/2016
30,2016,11,14,1,0,LAX Hastings,33.95507,-118.43049,11/14/2016
19,2016,11,20,1,0,LAX Hastings,33.95507,-118.43049,11/20/2016
22,2016,11,26,1,0,LAX Hastings,33.95507,-118.43049,11/26/2016
43,2016,12,2,1,0,LAX Hastings,33.95507,-118.43049,12/2/2016
25,2016,12,8,1,0,LAX Hastings,33.95507,-118.43049,12/8/2016
28,2016,12,14,1,0,LAX Hastings,33.95507,-118.43049,12/14/2016
19,2016,12,21,1,0,LAX Hastings,33.95507,-118.43049,12/21/2016
18,2016,12,26,1,0,LAX Hastings,33.95507,-118.43049,12/26/2016
66,2018,1,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/2/2018
66,2018,1,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/2/2018
22,2018,1,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/8/2018
22,2018,1,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/8/2018
18,2018,1,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/14/2018
18,2018,1,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/14/2018
9,2018,1,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/20/2018
9,2018,1,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/20/2018
23,2018,1,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/26/2018
23,2018,1,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,1/26/2018
55,2018,2,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/1/2018
55,2018,2,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/1/2018
30,2018,2,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/7/2018
30,2018,2,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/7/2018
14,2018,2,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/13/2018
14,2018,2,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/13/2018
21,2018,2,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/19/2018
21,2018,2,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/19/2018
17,2018,2,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/25/2018
17,2018,2,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,2/25/2018
27,2018,3,9,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/9/2018
11,2018,3,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/15/2018
11,2018,3,15,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/15/2018
18,2018,3,21,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/21/2018
18,2018,3,21,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/21/2018
25,2018,3,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/27/2018
25,2018,3,27,1,0,Los Angeles-North Main Street,34.06659,-118.22688,3/27/2018
22,2018,4,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/2/2018
24,2018,4,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/8/2018
35,2018,4,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/14/2018
28,2018,4,20,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/20/2018
33,2018,4,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,4/26/2018
20,2018,5,2,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/2/2018
33,2018,5,8,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/8/2018
23,2018,5,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/14/2018
23,2018,5,14,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/14/2018
24,2018,5,26,1,0,Los Angeles-North Main Street,34.06659,-118.22688,5/26/2018
29,2018,6,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/1/2018
29,2018,6,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/1/2018
30,2018,6,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/7/2018
30,2018,6,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/7/2018
33,2018,6,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/13/2018
33,2018,6,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/13/2018
28,2018,6,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/19/2018
28,2018,6,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/19/2018
25,2018,6,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/25/2018
25,2018,6,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,6/25/2018
15,2018,7,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/1/2018
15,2018,7,1,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/1/2018
48,2018,7,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/7/2018
48,2018,7,7,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/7/2018
23,2018,7,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/13/2018
23,2018,7,13,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/13/2018
25,2018,7,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/19/2018
25,2018,7,19,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/19/2018
41,2018,7,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/25/2018
41,2018,7,25,1,0,Los Angeles-North Main Street,34.06659,-118.22688,7/25/2018
45,2018,8,24,1,0,Los Angeles-North Main Street,34.06659,-118.22688,8/24/2018
