ozone,year,month,day,weight,flag,station-name
0.026,2014,12,4,10,0,SPNG
0.026,2014,12,4,10,0,SPNG
0.02,2014,12,5,8,0,SPNG
0.02,2014,12,5,8,0,SPNG
0.02,2014,12,5,8,0,SPNG
0.02,2014,12,5,8,0,SPNG
0.015,2014,12,6,23,0,SPNG
0.015,2014,12,6,23,0,SPNG
0.015,2014,12,6,23,0,SPNG
0.015,2014,12,6,23,0,SPNG
0.033,2014,12,7,10,0,SPNG
0.033,2014,12,7,10,0,SPNG
0.033,2014,12,7,10,0,SPNG
0.033,2014,12,7,10,0,SPNG
0.028,2014,12,8,8,0,SPNG
0.028,2014,12,8,8,0,SPNG
0.028,2014,12,8,8,0,SPNG
0.028,2014,12,8,8,0,SPNG
0.022,2014,12,9,13,0,SPNG
0.022,2014,12,9,13,0,SPNG
0.022,2014,12,9,13,0,SPNG
0.022,2014,12,9,13,0,SPNG
0.023,2014,12,10,13,0,SPNG
0.023,2014,12,10,13,0,SPNG
0.023,2014,12,10,13,0,SPNG
0.023,2014,12,10,13,0,SPNG
0.026,2014,12,11,9,0,SPNG
0.026,2014,12,11,9,0,SPNG
0.026,2014,12,11,9,0,SPNG
0.026,2014,12,11,9,0,SPNG
0.032,2014,12,12,9,0,SPNG
0.032,2014,12,12,9,0,SPNG
0.032,2014,12,12,9,0,SPNG
0.032,2014,12,12,9,0,SPNG
0.033,2014,12,13,9,0,SPNG
0.033,2014,12,13,9,0,SPNG
0.033,2014,12,13,9,0,SPNG
0.033,2014,12,13,9,0,SPNG
0.03,2014,12,14,9,0,SPNG
0.03,2014,12,14,9,0,SPNG
0.03,2014,12,14,9,0,SPNG
0.03,2014,12,14,9,0,SPNG
0.029,2014,12,15,9,0,SPNG
0.029,2014,12,15,9,0,SPNG
0.029,2014,12,15,9,0,SPNG
0.029,2014,12,15,9,0,SPNG
0.017,2014,12,16,22,0,SPNG
0.017,2014,12,16,22,0,SPNG
0.017,2014,12,16,22,0,SPNG
0.017,2014,12,16,22,0,SPNG
0.027,2014,12,17,9,0,SPNG
0.027,2014,12,17,9,0,SPNG
0.027,2014,12,17,9,0,SPNG
0.027,2014,12,17,9,0,SPNG
0.024,2014,12,18,9,0,SPNG
0.024,2014,12,18,9,0,SPNG
0.024,2014,12,18,9,0,SPNG
0.024,2014,12,18,9,0,SPNG
0.027,2014,12,19,9,0,SPNG
0.027,2014,12,19,9,0,SPNG
0.027,2014,12,19,9,0,SPNG
0.027,2014,12,19,9,0,SPNG
0.01,2014,12,20,7,0,SPNG
0.01,2014,12,20,7,0,SPNG
0.01,2014,12,20,7,0,SPNG
0.01,2014,12,20,7,0,SPNG
0.021,2014,12,21,12,0,SPNG
0.021,2014,12,21,12,0,SPNG
0.021,2014,12,21,12,0,SPNG
0.021,2014,12,21,12,0,SPNG
0.018,2014,12,22,0,0,SPNG
0.018,2014,12,22,0,0,SPNG
0.018,2014,12,22,0,0,SPNG
0.018,2014,12,22,0,0,SPNG
0.009,2014,12,23,0,0,SPNG
0.009,2014,12,23,0,0,SPNG
0.009,2014,12,23,0,0,SPNG
0.009,2014,12,23,0,0,SPNG
0.022,2014,12,24,23,0,SPNG
0.022,2014,12,24,23,0,SPNG
0.022,2014,12,24,23,0,SPNG
0.022,2014,12,24,23,0,SPNG
0.03,2014,12,25,8,0,SPNG
0.03,2014,12,25,8,0,SPNG
0.03,2014,12,25,8,0,SPNG
0.03,2014,12,25,8,0,SPNG
0.022,2014,12,26,9,0,SPNG
0.022,2014,12,26,9,0,SPNG
0.022,2014,12,26,9,0,SPNG
0.022,2014,12,26,9,0,SPNG
0.028,2014,12,27,10,0,SPNG
0.028,2014,12,27,10,0,SPNG
0.028,2014,12,27,10,0,SPNG
0.028,2014,12,27,10,0,SPNG
0.024,2014,12,28,7,0,SPNG
0.024,2014,12,28,7,0,SPNG
0.024,2014,12,28,7,0,SPNG
0.024,2014,12,28,7,0,SPNG
0.017,2014,12,29,23,0,SPNG
0.017,2014,12,29,23,0,SPNG
0.017,2014,12,29,23,0,SPNG
0.017,2014,12,29,23,0,SPNG
0.018,2014,12,30,0,0,SPNG
0.018,2014,12,30,0,0,SPNG
0.018,2014,12,30,0,0,SPNG
0.018,2014,12,30,0,0,SPNG
0.029,2014,12,31,10,0,SPNG
0.029,2014,12,31,10,0,SPNG
0.029,2014,12,31,10,0,SPNG
0.029,2014,12,31,10,0,SPNG
0.029,2015,1,1,10,0,SPNG
0.029,2015,1,1,10,0,SPNG
0.029,2015,1,1,10,0,SPNG
0.029,2015,1,1,10,0,SPNG
0.019,2015,1,2,10,0,SPNG
0.019,2015,1,2,10,0,SPNG
0.019,2015,1,2,10,0,SPNG
0.019,2015,1,2,10,0,SPNG
0.021,2015,1,3,9,0,SPNG
0.021,2015,1,3,9,0,SPNG
0.021,2015,1,3,9,0,SPNG
0.021,2015,1,3,9,0,SPNG
0.028,2015,1,4,20,0,SPNG
0.028,2015,1,4,20,0,SPNG
0.028,2015,1,4,20,0,SPNG
0.028,2015,1,4,20,0,SPNG
0.031,2015,1,5,9,0,SPNG
0.031,2015,1,5,9,0,SPNG
0.031,2015,1,5,9,0,SPNG
0.031,2015,1,5,9,0,SPNG
0.029,2015,1,6,10,0,SPNG
0.029,2015,1,6,10,0,SPNG
0.029,2015,1,6,10,0,SPNG
0.029,2015,1,6,10,0,SPNG
0.033,2015,1,7,14,0,SPNG
0.033,2015,1,7,14,0,SPNG
0.033,2015,1,7,14,0,SPNG
0.033,2015,1,7,14,0,SPNG
0.03,2015,1,8,0,0,SPNG
0.03,2015,1,8,0,0,SPNG
0.03,2015,1,8,0,0,SPNG
0.03,2015,1,8,0,0,SPNG
0.032,2015,1,9,9,0,SPNG
0.032,2015,1,9,9,0,SPNG
0.032,2015,1,9,9,0,SPNG
0.032,2015,1,9,9,0,SPNG
0.034,2015,1,10,9,0,SPNG
0.034,2015,1,10,9,0,SPNG
0.034,2015,1,10,9,0,SPNG
0.034,2015,1,10,9,0,SPNG
0.033,2015,1,11,10,0,SPNG
0.033,2015,1,11,10,0,SPNG
0.033,2015,1,11,10,0,SPNG
0.033,2015,1,11,10,0,SPNG
0.022,2015,1,12,0,0,SPNG
0.022,2015,1,12,0,0,SPNG
0.022,2015,1,12,0,0,SPNG
0.022,2015,1,12,0,0,SPNG
0.024,2015,1,13,22,0,SPNG
0.024,2015,1,13,22,0,SPNG
0.024,2015,1,13,22,0,SPNG
0.024,2015,1,13,22,0,SPNG
0.023,2015,1,14,0,0,SPNG
0.023,2015,1,14,0,0,SPNG
0.023,2015,1,14,0,0,SPNG
0.023,2015,1,14,0,0,SPNG
0.034,2015,1,16,8,0,SPNG
0.034,2015,1,16,8,0,SPNG
0.034,2015,1,16,8,0,SPNG
0.034,2015,1,16,8,0,SPNG
0.029,2015,1,17,10,0,SPNG
0.029,2015,1,17,10,0,SPNG
0.029,2015,1,17,10,0,SPNG
0.029,2015,1,17,10,0,SPNG
0.037,2015,1,18,12,0,SPNG
0.037,2015,1,18,12,0,SPNG
0.037,2015,1,18,12,0,SPNG
0.037,2015,1,18,12,0,SPNG
0.036,2015,1,19,10,0,SPNG
0.036,2015,1,19,10,0,SPNG
0.036,2015,1,19,10,0,SPNG
0.036,2015,1,19,10,0,SPNG
0.033,2015,1,20,10,0,SPNG
0.033,2015,1,20,10,0,SPNG
0.033,2015,1,20,10,0,SPNG
0.033,2015,1,20,10,0,SPNG
0.028,2015,1,21,9,0,SPNG
0.028,2015,1,21,9,0,SPNG
0.028,2015,1,21,9,0,SPNG
0.028,2015,1,21,9,0,SPNG
0.031,2015,1,22,11,0,SPNG
0.031,2015,1,22,11,0,SPNG
0.031,2015,1,22,11,0,SPNG
0.031,2015,1,22,11,0,SPNG
0.017,2015,1,23,0,0,SPNG
0.017,2015,1,23,0,0,SPNG
0.017,2015,1,23,0,0,SPNG
0.017,2015,1,23,0,0,SPNG
0.025,2015,1,24,22,0,SPNG
0.025,2015,1,24,22,0,SPNG
0.025,2015,1,24,22,0,SPNG
0.025,2015,1,24,22,0,SPNG
0.033,2015,1,25,10,0,SPNG
0.033,2015,1,25,10,0,SPNG
0.033,2015,1,25,10,0,SPNG
0.033,2015,1,25,10,0,SPNG
0.031,2015,1,26,10,0,SPNG
0.031,2015,1,26,10,0,SPNG
0.031,2015,1,26,10,0,SPNG
0.031,2015,1,26,10,0,SPNG
0.032,2015,1,27,10,0,SPNG
0.032,2015,1,27,10,0,SPNG
0.032,2015,1,27,10,0,SPNG
0.032,2015,1,27,10,0,SPNG
0.028,2015,1,29,9,0,SPNG
0.028,2015,1,29,9,0,SPNG
0.028,2015,1,29,9,0,SPNG
0.028,2015,1,29,9,0,SPNG
0.033,2015,1,30,14,0,SPNG
0.033,2015,1,30,14,0,SPNG
0.033,2015,1,30,14,0,SPNG
0.033,2015,1,30,14,0,SPNG
0.039,2015,1,31,9,0,SPNG
0.039,2015,1,31,9,0,SPNG
0.039,2015,1,31,9,0,SPNG
0.039,2015,1,31,9,0,SPNG
0.038,2015,2,1,19,0,SPNG
0.038,2015,2,1,19,0,SPNG
0.038,2015,2,1,19,0,SPNG
0.038,2015,2,1,19,0,SPNG
0.032,2015,2,2,19,0,SPNG
0.032,2015,2,2,19,0,SPNG
0.032,2015,2,2,19,0,SPNG
0.032,2015,2,2,19,0,SPNG
0.033,2015,2,3,8,0,SPNG
0.033,2015,2,3,8,0,SPNG
0.033,2015,2,3,8,0,SPNG
0.033,2015,2,3,8,0,SPNG
0.032,2015,2,4,10,0,SPNG
0.032,2015,2,4,10,0,SPNG
0.032,2015,2,4,10,0,SPNG
0.032,2015,2,4,10,0,SPNG
0.035,2015,2,5,13,0,SPNG
0.035,2015,2,5,13,0,SPNG
0.035,2015,2,5,13,0,SPNG
0.035,2015,2,5,13,0,SPNG
0.029,2015,2,6,9,0,SPNG
0.029,2015,2,6,9,0,SPNG
0.029,2015,2,6,9,0,SPNG
0.029,2015,2,6,9,0,SPNG
0.042,2015,2,7,12,0,SPNG
0.042,2015,2,7,12,0,SPNG
0.042,2015,2,7,12,0,SPNG
0.042,2015,2,7,12,0,SPNG
0.046,2015,2,8,10,0,SPNG
0.046,2015,2,8,10,0,SPNG
0.046,2015,2,8,10,0,SPNG
0.046,2015,2,8,10,0,SPNG
0.032,2015,2,9,10,0,SPNG
0.032,2015,2,9,10,0,SPNG
0.032,2015,2,9,10,0,SPNG
0.032,2015,2,9,10,0,SPNG
0.03,2015,2,10,20,0,SPNG
0.03,2015,2,10,20,0,SPNG
0.03,2015,2,10,20,0,SPNG
0.03,2015,2,10,20,0,SPNG
0.037,2015,2,11,9,0,SPNG
0.037,2015,2,11,9,0,SPNG
0.037,2015,2,11,9,0,SPNG
0.037,2015,2,11,9,0,SPNG
0.032,2015,2,12,10,0,SPNG
0.032,2015,2,12,10,0,SPNG
0.032,2015,2,12,10,0,SPNG
0.032,2015,2,12,10,0,SPNG
0.038,2015,2,13,8,0,SPNG
0.038,2015,2,13,8,0,SPNG
0.038,2015,2,13,8,0,SPNG
0.038,2015,2,13,8,0,SPNG
0.04,2015,2,14,13,0,SPNG
0.04,2015,2,14,13,0,SPNG
0.04,2015,2,14,13,0,SPNG
0.04,2015,2,14,13,0,SPNG
0.04,2015,2,15,12,0,SPNG
0.04,2015,2,15,12,0,SPNG
0.04,2015,2,15,12,0,SPNG
0.04,2015,2,15,12,0,SPNG
0.035,2015,2,16,3,0,SPNG
0.035,2015,2,16,3,0,SPNG
0.035,2015,2,16,3,0,SPNG
0.035,2015,2,16,3,0,SPNG
0.036,2015,2,17,9,0,SPNG
0.036,2015,2,17,9,0,SPNG
0.036,2015,2,17,9,0,SPNG
0.036,2015,2,17,9,0,SPNG
0.038,2015,2,18,21,0,SPNG
0.038,2015,2,18,21,0,SPNG
0.038,2015,2,18,21,0,SPNG
0.038,2015,2,18,21,0,SPNG
0.037,2015,2,19,0,0,SPNG
0.037,2015,2,19,0,0,SPNG
0.037,2015,2,19,0,0,SPNG
0.037,2015,2,19,0,0,SPNG
0.036,2015,2,20,9,0,SPNG
0.036,2015,2,20,9,0,SPNG
0.036,2015,2,20,9,0,SPNG
0.036,2015,2,20,9,0,SPNG
0.026,2015,2,21,7,0,SPNG
0.026,2015,2,21,7,0,SPNG
0.026,2015,2,21,7,0,SPNG
0.026,2015,2,21,7,0,SPNG
0.036,2015,2,22,10,0,SPNG
0.036,2015,2,22,10,0,SPNG
0.036,2015,2,22,10,0,SPNG
0.036,2015,2,22,10,0,SPNG
0.037,2015,2,23,22,0,SPNG
0.037,2015,2,23,22,0,SPNG
0.037,2015,2,23,22,0,SPNG
0.037,2015,2,23,22,0,SPNG
0.038,2015,2,24,0,0,SPNG
0.038,2015,2,24,0,0,SPNG
0.038,2015,2,24,0,0,SPNG
0.038,2015,2,24,0,0,SPNG
0.04,2015,2,25,10,0,SPNG
0.04,2015,2,25,10,0,SPNG
0.04,2015,2,25,10,0,SPNG
0.04,2015,2,25,10,0,SPNG
0.05,2015,2,27,11,0,SPNG
0.05,2015,2,27,11,0,SPNG
0.05,2015,2,27,11,0,SPNG
0.05,2015,2,27,11,0,SPNG
0.04,2015,2,28,10,0,SPNG
0.04,2015,2,28,10,0,SPNG
0.04,2015,2,28,10,0,SPNG
0.04,2015,2,28,10,0,SPNG
0.037,2015,3,1,1,0,SPNG
0.037,2015,3,1,1,0,SPNG
0.037,2015,3,1,1,0,SPNG
0.037,2015,3,1,1,0,SPNG
0.043,2015,3,2,13,0,SPNG
0.043,2015,3,2,13,0,SPNG
0.043,2015,3,2,13,0,SPNG
0.043,2015,3,2,13,0,SPNG
0.038,2015,3,3,2,0,SPNG
0.038,2015,3,3,2,0,SPNG
0.038,2015,3,3,2,0,SPNG
0.038,2015,3,3,2,0,SPNG
0.025,2015,3,4,11,0,SPNG
0.025,2015,3,4,11,0,SPNG
0.025,2015,3,4,11,0,SPNG
0.025,2015,3,4,11,0,SPNG
0.039,2015,3,5,18,0,SPNG
0.039,2015,3,5,18,0,SPNG
0.039,2015,3,5,18,0,SPNG
0.039,2015,3,5,18,0,SPNG
0.04,2015,3,6,10,0,SPNG
0.04,2015,3,6,10,0,SPNG
0.04,2015,3,6,10,0,SPNG
0.04,2015,3,6,10,0,SPNG
0.043,2015,3,7,10,0,SPNG
0.043,2015,3,7,10,0,SPNG
0.043,2015,3,7,10,0,SPNG
0.043,2015,3,7,10,0,SPNG
0.05,2015,3,8,10,0,SPNG
0.05,2015,3,8,10,0,SPNG
0.05,2015,3,8,10,0,SPNG
0.05,2015,3,8,10,0,SPNG
0.041,2015,3,9,10,0,SPNG
0.041,2015,3,9,10,0,SPNG
0.041,2015,3,9,10,0,SPNG
0.041,2015,3,9,10,0,SPNG
0.039,2015,3,10,10,0,SPNG
0.039,2015,3,10,10,0,SPNG
0.039,2015,3,10,10,0,SPNG
0.039,2015,3,10,10,0,SPNG
0.03,2015,3,11,10,0,SPNG
0.03,2015,3,11,10,0,SPNG
0.03,2015,3,11,10,0,SPNG
0.03,2015,3,11,10,0,SPNG
0.049,2015,3,12,10,0,SPNG
0.049,2015,3,12,10,0,SPNG
0.049,2015,3,12,10,0,SPNG
0.049,2015,3,12,10,0,SPNG
0.039,2015,3,13,9,0,SPNG
0.039,2015,3,13,9,0,SPNG
0.039,2015,3,13,9,0,SPNG
0.039,2015,3,13,9,0,SPNG
0.024,2015,3,14,13,0,SPNG
0.024,2015,3,14,13,0,SPNG
0.024,2015,3,14,13,0,SPNG
0.024,2015,3,14,13,0,SPNG
0.045,2015,3,15,11,0,SPNG
0.045,2015,3,15,11,0,SPNG
0.045,2015,3,15,11,0,SPNG
0.045,2015,3,15,11,0,SPNG
0.045,2015,3,16,10,0,SPNG
0.045,2015,3,16,10,0,SPNG
0.045,2015,3,16,10,0,SPNG
0.045,2015,3,16,10,0,SPNG
0.052,2015,3,17,10,0,SPNG
0.052,2015,3,17,10,0,SPNG
0.052,2015,3,17,10,0,SPNG
0.052,2015,3,17,10,0,SPNG
0.044,2015,3,18,8,0,SPNG
0.044,2015,3,18,8,0,SPNG
0.044,2015,3,18,8,0,SPNG
0.044,2015,3,18,8,0,SPNG
0.04,2015,3,19,20,0,SPNG
0.04,2015,3,19,20,0,SPNG
0.04,2015,3,19,20,0,SPNG
0.04,2015,3,19,20,0,SPNG
0.038,2015,3,20,0,0,SPNG
0.038,2015,3,20,0,0,SPNG
0.038,2015,3,20,0,0,SPNG
0.038,2015,3,20,0,0,SPNG
0.037,2015,3,21,10,0,SPNG
0.037,2015,3,21,10,0,SPNG
0.037,2015,3,21,10,0,SPNG
0.037,2015,3,21,10,0,SPNG
0.036,2015,3,22,10,0,SPNG
0.036,2015,3,22,10,0,SPNG
0.036,2015,3,22,10,0,SPNG
0.036,2015,3,22,10,0,SPNG
0.041,2015,3,23,9,0,SPNG
0.041,2015,3,23,9,0,SPNG
0.041,2015,3,23,9,0,SPNG
0.041,2015,3,23,9,0,SPNG
0.046,2015,3,24,13,0,SPNG
0.046,2015,3,24,13,0,SPNG
0.046,2015,3,24,13,0,SPNG
0.046,2015,3,24,13,0,SPNG
0.043,2015,3,25,10,0,SPNG
0.043,2015,3,25,10,0,SPNG
0.043,2015,3,25,10,0,SPNG
0.043,2015,3,25,10,0,SPNG
0.037,2015,3,26,11,0,SPNG
0.037,2015,3,26,11,0,SPNG
0.037,2015,3,26,11,0,SPNG
0.037,2015,3,26,11,0,SPNG
0.034,2015,3,27,3,0,SPNG
0.034,2015,3,27,3,0,SPNG
0.034,2015,3,27,3,0,SPNG
0.034,2015,3,27,3,0,SPNG
0.046,2015,3,28,11,0,SPNG
0.046,2015,3,28,11,0,SPNG
0.046,2015,3,28,11,0,SPNG
0.046,2015,3,28,11,0,SPNG
0.048,2015,3,29,9,0,SPNG
0.048,2015,3,29,9,0,SPNG
0.048,2015,3,29,9,0,SPNG
0.048,2015,3,29,9,0,SPNG
0.045,2015,3,30,13,0,SPNG
0.045,2015,3,30,13,0,SPNG
0.045,2015,3,30,13,0,SPNG
0.045,2015,3,30,13,0,SPNG
0.053,2015,3,31,11,0,SPNG
0.053,2015,3,31,11,0,SPNG
0.053,2015,3,31,11,0,SPNG
0.053,2015,3,31,11,0,SPNG
0.046,2015,4,1,10,0,SPNG
0.046,2015,4,1,10,0,SPNG
0.046,2015,4,1,10,0,SPNG
0.046,2015,4,1,10,0,SPNG
0.051,2015,4,2,10,0,SPNG
0.051,2015,4,2,10,0,SPNG
0.051,2015,4,2,10,0,SPNG
0.051,2015,4,2,10,0,SPNG
0.044,2015,4,3,10,0,SPNG
0.044,2015,4,3,10,0,SPNG
0.044,2015,4,3,10,0,SPNG
0.044,2015,4,3,10,0,SPNG
0.045,2015,4,4,10,0,SPNG
0.045,2015,4,4,10,0,SPNG
0.045,2015,4,4,10,0,SPNG
0.045,2015,4,4,10,0,SPNG
0.048,2015,4,5,10,0,SPNG
0.048,2015,4,5,10,0,SPNG
0.048,2015,4,5,10,0,SPNG
0.048,2015,4,5,10,0,SPNG
0.046,2015,4,6,9,0,SPNG
0.046,2015,4,6,9,0,SPNG
0.046,2015,4,6,9,0,SPNG
0.046,2015,4,6,9,0,SPNG
0.035,2015,4,7,9,0,SPNG
0.035,2015,4,7,9,0,SPNG
0.035,2015,4,7,9,0,SPNG
0.035,2015,4,7,9,0,SPNG
0.042,2015,4,8,10,0,SPNG
0.042,2015,4,8,10,0,SPNG
0.042,2015,4,8,10,0,SPNG
0.042,2015,4,8,10,0,SPNG
0.03,2015,4,9,13,0,SPNG
0.03,2015,4,9,13,0,SPNG
0.03,2015,4,9,13,0,SPNG
0.03,2015,4,9,13,0,SPNG
0.037,2015,4,10,11,0,SPNG
0.037,2015,4,10,11,0,SPNG
0.037,2015,4,10,11,0,SPNG
0.037,2015,4,10,11,0,SPNG
0.053,2015,4,11,10,0,SPNG
0.053,2015,4,11,10,0,SPNG
0.053,2015,4,11,10,0,SPNG
0.053,2015,4,11,10,0,SPNG
0.052,2015,4,12,9,0,SPNG
0.052,2015,4,12,9,0,SPNG
0.052,2015,4,12,9,0,SPNG
0.052,2015,4,12,9,0,SPNG
0.051,2015,4,13,9,0,SPNG
0.051,2015,4,13,9,0,SPNG
0.051,2015,4,13,9,0,SPNG
0.051,2015,4,13,9,0,SPNG
0.035,2015,4,14,23,0,SPNG
0.035,2015,4,14,23,0,SPNG
0.035,2015,4,14,23,0,SPNG
0.035,2015,4,14,23,0,SPNG
0.034,2015,4,15,0,0,SPNG
0.034,2015,4,15,0,0,SPNG
0.034,2015,4,15,0,0,SPNG
0.034,2015,4,15,0,0,SPNG
0.036,2015,4,16,9,0,SPNG
0.036,2015,4,16,9,0,SPNG
0.036,2015,4,16,9,0,SPNG
0.036,2015,4,16,9,0,SPNG
0.041,2015,4,17,10,0,SPNG
0.041,2015,4,17,10,0,SPNG
0.041,2015,4,17,10,0,SPNG
0.041,2015,4,17,10,0,SPNG
0.041,2015,4,18,9,0,SPNG
0.041,2015,4,18,9,0,SPNG
0.041,2015,4,18,9,0,SPNG
0.041,2015,4,18,9,0,SPNG
0.033,2015,4,19,10,0,SPNG
0.033,2015,4,19,10,0,SPNG
0.033,2015,4,19,10,0,SPNG
0.033,2015,4,19,10,0,SPNG
0.036,2015,4,20,8,0,SPNG
0.036,2015,4,20,8,0,SPNG
0.036,2015,4,20,8,0,SPNG
0.036,2015,4,20,8,0,SPNG
0.047,2015,4,21,10,0,SPNG
0.047,2015,4,21,10,0,SPNG
0.047,2015,4,21,10,0,SPNG
0.047,2015,4,21,10,0,SPNG
0.054,2015,4,22,10,0,SPNG
0.054,2015,4,22,10,0,SPNG
0.054,2015,4,22,10,0,SPNG
0.054,2015,4,22,10,0,SPNG
0.056,2015,4,23,11,0,SPNG
0.056,2015,4,23,11,0,SPNG
0.056,2015,4,23,11,0,SPNG
0.056,2015,4,23,11,0,SPNG
0.057,2015,4,24,10,0,SPNG
0.057,2015,4,24,10,0,SPNG
0.057,2015,4,24,10,0,SPNG
0.057,2015,4,24,10,0,SPNG
0.031,2015,4,25,23,0,SPNG
0.031,2015,4,25,23,0,SPNG
0.031,2015,4,25,23,0,SPNG
0.031,2015,4,25,23,0,SPNG
0.035,2015,4,26,1,0,SPNG
0.035,2015,4,26,1,0,SPNG
0.035,2015,4,26,1,0,SPNG
0.035,2015,4,26,1,0,SPNG
0.051,2015,4,27,10,0,SPNG
0.051,2015,4,27,10,0,SPNG
0.051,2015,4,27,10,0,SPNG
0.051,2015,4,27,10,0,SPNG
0.043,2015,4,28,10,0,SPNG
0.043,2015,4,28,10,0,SPNG
0.043,2015,4,28,10,0,SPNG
0.043,2015,4,28,10,0,SPNG
0.047,2015,4,29,9,0,SPNG
0.047,2015,4,29,9,0,SPNG
0.047,2015,4,29,9,0,SPNG
0.047,2015,4,29,9,0,SPNG
0.047,2015,4,30,11,0,SPNG
0.047,2015,4,30,11,0,SPNG
0.047,2015,4,30,11,0,SPNG
0.047,2015,4,30,11,0,SPNG
0.036,2015,5,1,9,0,SPNG
0.036,2015,5,1,9,0,SPNG
0.036,2015,5,1,9,0,SPNG
0.036,2015,5,1,9,0,SPNG
0.044,2015,5,2,10,0,SPNG
0.044,2015,5,2,10,0,SPNG
0.044,2015,5,2,10,0,SPNG
0.044,2015,5,2,10,0,SPNG
0.054,2015,5,3,10,0,SPNG
0.054,2015,5,3,10,0,SPNG
0.054,2015,5,3,10,0,SPNG
0.054,2015,5,3,10,0,SPNG
0.056,2015,5,4,10,0,SPNG
0.056,2015,5,4,10,0,SPNG
0.056,2015,5,4,10,0,SPNG
0.056,2015,5,4,10,0,SPNG
0.045,2015,5,5,7,0,SPNG
0.045,2015,5,5,7,0,SPNG
0.045,2015,5,5,7,0,SPNG
0.045,2015,5,5,7,0,SPNG
0.056,2015,5,6,11,0,SPNG
0.056,2015,5,6,11,0,SPNG
0.056,2015,5,6,11,0,SPNG
0.056,2015,5,6,11,0,SPNG
0.052,2015,5,7,12,0,SPNG
0.052,2015,5,7,12,0,SPNG
0.052,2015,5,7,12,0,SPNG
0.052,2015,5,7,12,0,SPNG
0.044,2015,5,8,10,0,SPNG
0.044,2015,5,8,10,0,SPNG
0.044,2015,5,8,10,0,SPNG
0.044,2015,5,8,10,0,SPNG
0.038,2015,5,9,8,0,SPNG
0.038,2015,5,9,8,0,SPNG
0.038,2015,5,9,8,0,SPNG
0.038,2015,5,9,8,0,SPNG
0.035,2015,5,10,9,0,SPNG
0.035,2015,5,10,9,0,SPNG
0.035,2015,5,10,9,0,SPNG
0.035,2015,5,10,9,0,SPNG
0.042,2015,5,11,10,0,SPNG
0.042,2015,5,11,10,0,SPNG
0.042,2015,5,11,10,0,SPNG
0.042,2015,5,11,10,0,SPNG
0.049,2015,5,12,11,0,SPNG
0.049,2015,5,12,11,0,SPNG
0.049,2015,5,12,11,0,SPNG
0.049,2015,5,12,11,0,SPNG
0.06,2015,5,13,10,0,SPNG
0.06,2015,5,13,10,0,SPNG
0.06,2015,5,13,10,0,SPNG
0.06,2015,5,13,10,0,SPNG
0.041,2015,5,14,11,0,SPNG
0.041,2015,5,14,11,0,SPNG
0.041,2015,5,14,11,0,SPNG
0.041,2015,5,14,11,0,SPNG
0.046,2015,5,15,11,0,SPNG
