ozone,year,month,day,weight,flag,station-name
0.046,2015,5,15,11,0,SPNG
0.046,2015,5,15,11,0,SPNG
0.046,2015,5,15,11,0,SPNG
0.053,2015,5,16,10,0,SPNG
0.053,2015,5,16,10,0,SPNG
0.053,2015,5,16,10,0,SPNG
0.053,2015,5,16,10,0,SPNG
0.05,2015,5,17,9,0,SPNG
0.05,2015,5,17,9,0,SPNG
0.05,2015,5,17,9,0,SPNG
0.05,2015,5,17,9,0,SPNG
0.049,2015,5,18,10,0,SPNG
0.049,2015,5,18,10,0,SPNG
0.049,2015,5,18,10,0,SPNG
0.049,2015,5,18,10,0,SPNG
0.042,2015,5,19,9,0,SPNG
0.042,2015,5,19,9,0,SPNG
0.042,2015,5,19,9,0,SPNG
0.042,2015,5,19,9,0,SPNG
0.065,2015,5,20,11,0,SPNG
0.065,2015,5,20,11,0,SPNG
0.065,2015,5,20,11,0,SPNG
0.065,2015,5,20,11,0,SPNG
0.045,2015,5,21,0,0,SPNG
0.045,2015,5,21,0,0,SPNG
0.045,2015,5,21,0,0,SPNG
0.045,2015,5,21,0,0,SPNG
0.053,2015,5,22,11,0,SPNG
0.053,2015,5,22,11,0,SPNG
0.053,2015,5,22,11,0,SPNG
0.053,2015,5,22,11,0,SPNG
0.057,2015,5,23,10,0,SPNG
0.057,2015,5,23,10,0,SPNG
0.057,2015,5,23,10,0,SPNG
0.057,2015,5,23,10,0,SPNG
0.058,2015,5,24,9,0,SPNG
0.058,2015,5,24,9,0,SPNG
0.058,2015,5,24,9,0,SPNG
0.058,2015,5,24,9,0,SPNG
0.057,2015,5,25,8,0,SPNG
0.057,2015,5,25,8,0,SPNG
0.057,2015,5,25,8,0,SPNG
0.057,2015,5,25,8,0,SPNG
0.04,2015,5,26,8,0,SPNG
0.04,2015,5,26,8,0,SPNG
0.04,2015,5,26,8,0,SPNG
0.04,2015,5,26,8,0,SPNG
0.04,2015,5,27,11,0,SPNG
0.04,2015,5,27,11,0,SPNG
0.04,2015,5,27,11,0,SPNG
0.04,2015,5,27,11,0,SPNG
0.044,2015,5,28,10,0,SPNG
0.044,2015,5,28,10,0,SPNG
0.044,2015,5,28,10,0,SPNG
0.044,2015,5,28,10,0,SPNG
0.048,2015,5,29,10,0,SPNG
0.048,2015,5,29,10,0,SPNG
0.048,2015,5,29,10,0,SPNG
0.048,2015,5,29,10,0,SPNG
0.041,2015,6,2,11,0,SPNG
0.041,2015,6,2,11,0,SPNG
0.041,2015,6,2,11,0,SPNG
0.041,2015,6,2,11,0,SPNG
0.014,2015,6,3,9,0,SPNG
0.014,2015,6,3,9,0,SPNG
0.014,2015,6,3,9,0,SPNG
0.014,2015,6,3,9,0,SPNG
0.015,2015,6,4,11,0,SPNG
0.015,2015,6,4,11,0,SPNG
0.015,2015,6,4,11,0,SPNG
0.015,2015,6,4,11,0,SPNG
0.025,2015,6,5,11,0,SPNG
0.025,2015,6,5,11,0,SPNG
0.025,2015,6,5,11,0,SPNG
0.025,2015,6,5,11,0,SPNG
0.056,2015,6,6,11,0,SPNG
0.056,2015,6,6,11,0,SPNG
0.056,2015,6,6,11,0,SPNG
0.056,2015,6,6,11,0,SPNG
0.05,2015,6,7,11,0,SPNG
0.05,2015,6,7,11,0,SPNG
0.05,2015,6,7,11,0,SPNG
0.05,2015,6,7,11,0,SPNG
0.05,2015,6,8,11,0,SPNG
0.05,2015,6,8,11,0,SPNG
0.05,2015,6,8,11,0,SPNG
0.05,2015,6,8,11,0,SPNG
0.049,2015,6,9,11,0,SPNG
0.049,2015,6,9,11,0,SPNG
0.049,2015,6,9,11,0,SPNG
0.049,2015,6,9,11,0,SPNG
0.055,2015,6,10,9,0,SPNG
0.055,2015,6,10,9,0,SPNG
0.055,2015,6,10,9,0,SPNG
0.055,2015,6,10,9,0,SPNG
0.046,2015,6,11,9,0,SPNG
0.046,2015,6,11,9,0,SPNG
0.046,2015,6,11,9,0,SPNG
0.046,2015,6,11,9,0,SPNG
0.043,2015,6,12,9,0,SPNG
0.043,2015,6,12,9,0,SPNG
0.043,2015,6,12,9,0,SPNG
0.043,2015,6,12,9,0,SPNG
0.045,2015,6,13,8,0,SPNG
0.045,2015,6,13,8,0,SPNG
0.045,2015,6,13,8,0,SPNG
0.045,2015,6,13,8,0,SPNG
0.036,2015,6,14,9,0,SPNG
0.036,2015,6,14,9,0,SPNG
0.036,2015,6,14,9,0,SPNG
0.036,2015,6,14,9,0,SPNG
0.039,2015,6,15,12,0,SPNG
0.039,2015,6,15,12,0,SPNG
0.039,2015,6,15,12,0,SPNG
0.039,2015,6,15,12,0,SPNG
0.049,2015,6,16,12,0,SPNG
0.049,2015,6,16,12,0,SPNG
0.049,2015,6,16,12,0,SPNG
0.049,2015,6,16,12,0,SPNG
0.049,2015,6,17,9,0,SPNG
0.049,2015,6,17,9,0,SPNG
0.049,2015,6,17,9,0,SPNG
0.049,2015,6,17,9,0,SPNG
0.061,2015,6,18,10,0,SPNG
0.061,2015,6,18,10,0,SPNG
0.061,2015,6,18,10,0,SPNG
0.061,2015,6,18,10,0,SPNG
0.053,2015,6,19,9,0,SPNG
0.053,2015,6,19,9,0,SPNG
0.053,2015,6,19,9,0,SPNG
0.053,2015,6,19,9,0,SPNG
0.039,2015,6,20,8,0,SPNG
0.039,2015,6,20,8,0,SPNG
0.039,2015,6,20,8,0,SPNG
0.039,2015,6,20,8,0,SPNG
0.061,2015,6,23,9,0,SPNG
0.061,2015,6,23,9,0,SPNG
0.061,2015,6,23,9,0,SPNG
0.061,2015,6,23,9,0,SPNG
0.058,2015,6,24,12,0,SPNG
0.058,2015,6,24,12,0,SPNG
0.058,2015,6,24,12,0,SPNG
0.058,2015,6,24,12,0,SPNG
0.056,2015,6,25,11,0,SPNG
0.056,2015,6,25,11,0,SPNG
0.056,2015,6,25,11,0,SPNG
0.056,2015,6,25,11,0,SPNG
0.053,2015,6,26,8,0,SPNG
0.053,2015,6,26,8,0,SPNG
0.053,2015,6,26,8,0,SPNG
0.053,2015,6,26,8,0,SPNG
0.036,2015,6,27,9,0,SPNG
0.036,2015,6,27,9,0,SPNG
0.036,2015,6,27,9,0,SPNG
0.036,2015,6,27,9,0,SPNG
0.051,2015,6,28,10,0,SPNG
0.051,2015,6,28,10,0,SPNG
0.051,2015,6,28,10,0,SPNG
0.051,2015,6,28,10,0,SPNG
0.057,2015,6,29,10,0,SPNG
0.057,2015,6,29,10,0,SPNG
0.057,2015,6,29,10,0,SPNG
0.057,2015,6,29,10,0,SPNG
0.059,2015,6,30,9,0,SPNG
0.059,2015,6,30,9,0,SPNG
0.059,2015,6,30,9,0,SPNG
0.059,2015,6,30,9,0,SPNG
0.055,2015,7,1,11,0,SPNG
0.055,2015,7,1,11,0,SPNG
0.055,2015,7,1,11,0,SPNG
0.055,2015,7,1,11,0,SPNG
0.05,2015,7,2,10,0,SPNG
0.05,2015,7,2,10,0,SPNG
0.05,2015,7,2,10,0,SPNG
0.05,2015,7,2,10,0,SPNG
0.03,2015,7,3,9,0,SPNG
0.03,2015,7,3,9,0,SPNG
0.03,2015,7,3,9,0,SPNG
0.03,2015,7,3,9,0,SPNG
0.032,2015,7,4,11,0,SPNG
0.032,2015,7,4,11,0,SPNG
0.032,2015,7,4,11,0,SPNG
0.032,2015,7,4,11,0,SPNG
0.034,2015,7,5,8,0,SPNG
0.034,2015,7,5,8,0,SPNG
0.034,2015,7,5,8,0,SPNG
0.034,2015,7,5,8,0,SPNG
0.045,2015,7,6,11,0,SPNG
0.045,2015,7,6,11,0,SPNG
0.045,2015,7,6,11,0,SPNG
0.045,2015,7,6,11,0,SPNG
0.05,2015,7,7,9,0,SPNG
0.05,2015,7,7,9,0,SPNG
0.05,2015,7,7,9,0,SPNG
0.05,2015,7,7,9,0,SPNG
0.037,2015,7,8,9,0,SPNG
0.037,2015,7,8,9,0,SPNG
0.037,2015,7,8,9,0,SPNG
0.037,2015,7,8,9,0,SPNG
0.046,2015,7,9,11,0,SPNG
0.046,2015,7,9,11,0,SPNG
0.046,2015,7,9,11,0,SPNG
0.046,2015,7,9,11,0,SPNG
0.049,2015,7,10,11,0,SPNG
0.049,2015,7,10,11,0,SPNG
0.049,2015,7,10,11,0,SPNG
0.049,2015,7,10,11,0,SPNG
0.042,2015,7,11,8,0,SPNG
0.042,2015,7,11,8,0,SPNG
0.042,2015,7,11,8,0,SPNG
0.042,2015,7,11,8,0,SPNG
0.05,2015,7,12,11,0,SPNG
0.05,2015,7,12,11,0,SPNG
0.05,2015,7,12,11,0,SPNG
0.05,2015,7,12,11,0,SPNG
0.044,2015,7,13,10,0,SPNG
0.044,2015,7,13,10,0,SPNG
0.044,2015,7,13,10,0,SPNG
0.044,2015,7,13,10,0,SPNG
0.052,2015,7,14,13,0,SPNG
0.052,2015,7,14,13,0,SPNG
0.052,2015,7,14,13,0,SPNG
0.052,2015,7,14,13,0,SPNG
0.048,2015,7,15,8,0,SPNG
0.048,2015,7,15,8,0,SPNG
0.048,2015,7,15,8,0,SPNG
0.048,2015,7,15,8,0,SPNG
0.046,2015,7,16,9,0,SPNG
0.046,2015,7,16,9,0,SPNG
0.046,2015,7,16,9,0,SPNG
0.046,2015,7,16,9,0,SPNG
0.049,2015,7,17,10,0,SPNG
0.049,2015,7,17,10,0,SPNG
0.049,2015,7,17,10,0,SPNG
0.049,2015,7,17,10,0,SPNG
0.045,2015,7,18,8,0,SPNG
0.045,2015,7,18,8,0,SPNG
0.045,2015,7,18,8,0,SPNG
0.045,2015,7,18,8,0,SPNG
0.045,2015,7,19,9,0,SPNG
0.045,2015,7,19,9,0,SPNG
0.045,2015,7,19,9,0,SPNG
0.045,2015,7,19,9,0,SPNG
0.057,2015,7,20,11,0,SPNG
0.057,2015,7,20,11,0,SPNG
0.057,2015,7,20,11,0,SPNG
0.057,2015,7,20,11,0,SPNG
0.05,2015,7,21,10,0,SPNG
0.05,2015,7,21,10,0,SPNG
0.05,2015,7,21,10,0,SPNG
0.05,2015,7,21,10,0,SPNG
0.052,2015,7,22,11,0,SPNG
0.052,2015,7,22,11,0,SPNG
0.052,2015,7,22,11,0,SPNG
0.052,2015,7,22,11,0,SPNG
0.038,2015,7,23,8,0,SPNG
0.038,2015,7,23,8,0,SPNG
0.038,2015,7,23,8,0,SPNG
0.038,2015,7,23,8,0,SPNG
0.055,2015,7,24,10,0,SPNG
0.055,2015,7,24,10,0,SPNG
0.055,2015,7,24,10,0,SPNG
0.055,2015,7,24,10,0,SPNG
0.058,2015,7,25,10,0,SPNG
0.058,2015,7,25,10,0,SPNG
0.058,2015,7,25,10,0,SPNG
0.058,2015,7,25,10,0,SPNG
0.058,2015,7,26,9,0,SPNG
0.058,2015,7,26,9,0,SPNG
0.058,2015,7,26,9,0,SPNG
0.058,2015,7,26,9,0,SPNG
0.044,2015,7,27,10,0,SPNG
0.044,2015,7,27,10,0,SPNG
0.044,2015,7,27,10,0,SPNG
0.044,2015,7,27,10,0,SPNG
0.045,2015,7,28,9,0,SPNG
0.045,2015,7,28,9,0,SPNG
0.045,2015,7,28,9,0,SPNG
0.045,2015,7,28,9,0,SPNG
0.045,2015,7,29,11,0,SPNG
0.045,2015,7,29,11,0,SPNG
0.045,2015,7,29,11,0,SPNG
0.045,2015,7,29,11,0,SPNG
0.056,2015,7,30,10,0,SPNG
0.056,2015,7,30,10,0,SPNG
0.056,2015,7,30,10,0,SPNG
0.056,2015,7,30,10,0,SPNG
0.059,2015,7,31,11,0,SPNG
0.059,2015,7,31,11,0,SPNG
0.059,2015,7,31,11,0,SPNG
0.059,2015,7,31,11,0,SPNG
0.06,2015,8,1,10,0,SPNG
0.06,2015,8,1,10,0,SPNG
0.06,2015,8,1,10,0,SPNG
0.06,2015,8,1,10,0,SPNG
0.054,2015,8,2,10,0,SPNG
0.054,2015,8,2,10,0,SPNG
0.054,2015,8,2,10,0,SPNG
0.054,2015,8,2,10,0,SPNG
0.057,2015,8,3,10,0,SPNG
0.057,2015,8,3,10,0,SPNG
0.057,2015,8,3,10,0,SPNG
0.057,2015,8,3,10,0,SPNG
0.044,2015,8,4,11,0,SPNG
0.044,2015,8,4,11,0,SPNG
0.044,2015,8,4,11,0,SPNG
0.044,2015,8,4,11,0,SPNG
0.065,2015,8,5,10,0,SPNG
0.065,2015,8,5,10,0,SPNG
0.065,2015,8,5,10,0,SPNG
0.065,2015,8,5,10,0,SPNG
0.057,2015,8,6,9,0,SPNG
0.057,2015,8,6,9,0,SPNG
0.057,2015,8,6,9,0,SPNG
0.057,2015,8,6,9,0,SPNG
0.029,2015,8,7,19,0,SPNG
0.029,2015,8,7,19,0,SPNG
0.029,2015,8,7,19,0,SPNG
0.029,2015,8,7,19,0,SPNG
0.046,2015,8,8,12,0,SPNG
0.046,2015,8,8,12,0,SPNG
0.046,2015,8,8,12,0,SPNG
0.046,2015,8,8,12,0,SPNG
0.056,2015,8,9,11,0,SPNG
0.056,2015,8,9,11,0,SPNG
0.056,2015,8,9,11,0,SPNG
0.056,2015,8,9,11,0,SPNG
0.039,2015,8,10,11,0,SPNG
0.039,2015,8,10,11,0,SPNG
0.039,2015,8,10,11,0,SPNG
0.039,2015,8,10,11,0,SPNG
0.036,2015,8,11,12,0,SPNG
0.036,2015,8,11,12,0,SPNG
0.036,2015,8,11,12,0,SPNG
0.036,2015,8,11,12,0,SPNG
0.047,2015,8,12,11,0,SPNG
0.047,2015,8,12,11,0,SPNG
0.047,2015,8,12,11,0,SPNG
0.047,2015,8,12,11,0,SPNG
0.056,2015,8,13,9,0,SPNG
0.056,2015,8,13,9,0,SPNG
0.056,2015,8,13,9,0,SPNG
0.056,2015,8,13,9,0,SPNG
0.052,2015,8,14,9,0,SPNG
0.052,2015,8,14,9,0,SPNG
0.052,2015,8,14,9,0,SPNG
0.052,2015,8,14,9,0,SPNG
0.055,2015,8,15,9,0,SPNG
0.055,2015,8,15,9,0,SPNG
0.055,2015,8,15,9,0,SPNG
0.055,2015,8,15,9,0,SPNG
0.056,2015,8,16,10,0,SPNG
0.056,2015,8,16,10,0,SPNG
0.056,2015,8,16,10,0,SPNG
0.056,2015,8,16,10,0,SPNG
0.071,2015,8,17,10,0,SPNG
0.071,2015,8,17,10,0,SPNG
0.071,2015,8,17,10,0,SPNG
0.071,2015,8,17,10,0,SPNG
0.037,2015,8,18,8,0,SPNG
0.037,2015,8,18,8,0,SPNG
0.037,2015,8,18,8,0,SPNG
0.037,2015,8,18,8,0,SPNG
0.034,2015,8,19,13,0,SPNG
0.034,2015,8,19,13,0,SPNG
0.034,2015,8,19,13,0,SPNG
0.034,2015,8,19,13,0,SPNG
0.037,2015,8,20,11,0,SPNG
0.037,2015,8,20,11,0,SPNG
0.037,2015,8,20,11,0,SPNG
0.037,2015,8,20,11,0,SPNG
0.048,2015,8,21,11,0,SPNG
0.048,2015,8,21,11,0,SPNG
0.048,2015,8,21,11,0,SPNG
0.048,2015,8,21,11,0,SPNG
0.056,2015,8,22,9,0,SPNG
0.056,2015,8,22,9,0,SPNG
0.056,2015,8,22,9,0,SPNG
0.056,2015,8,22,9,0,SPNG
0.062,2015,8,23,11,0,SPNG
0.062,2015,8,23,11,0,SPNG
0.062,2015,8,23,11,0,SPNG
0.062,2015,8,23,11,0,SPNG
0.046,2015,8,24,8,0,SPNG
0.046,2015,8,24,8,0,SPNG
0.046,2015,8,24,8,0,SPNG
0.046,2015,8,24,8,0,SPNG
0.053,2015,8,25,10,0,SPNG
0.053,2015,8,25,10,0,SPNG
0.053,2015,8,25,10,0,SPNG
0.053,2015,8,25,10,0,SPNG
0.054,2015,8,26,12,0,SPNG
0.054,2015,8,26,12,0,SPNG
0.054,2015,8,26,12,0,SPNG
0.054,2015,8,26,12,0,SPNG
0.054,2015,8,27,10,0,SPNG
0.054,2015,8,27,10,0,SPNG
0.054,2015,8,27,10,0,SPNG
0.054,2015,8,27,10,0,SPNG
0.054,2015,8,28,9,0,SPNG
0.054,2015,8,28,9,0,SPNG
0.054,2015,8,28,9,0,SPNG
0.054,2015,8,28,9,0,SPNG
0.053,2015,8,29,10,0,SPNG
0.053,2015,8,29,10,0,SPNG
0.053,2015,8,29,10,0,SPNG
0.053,2015,8,29,10,0,SPNG
0.059,2015,8,30,9,0,SPNG
0.059,2015,8,30,9,0,SPNG
0.059,2015,8,30,9,0,SPNG
0.059,2015,8,30,9,0,SPNG
0.028,2015,8,31,0,0,SPNG
0.028,2015,8,31,0,0,SPNG
0.028,2015,8,31,0,0,SPNG
0.028,2015,8,31,0,0,SPNG
0.051,2015,9,1,10,0,SPNG
0.051,2015,9,1,10,0,SPNG
0.051,2015,9,1,10,0,SPNG
0.051,2015,9,1,10,0,SPNG
0.068,2015,9,2,9,0,SPNG
0.068,2015,9,2,9,0,SPNG
0.068,2015,9,2,9,0,SPNG
0.068,2015,9,2,9,0,SPNG
0.06,2015,9,3,10,0,SPNG
0.06,2015,9,3,10,0,SPNG
0.06,2015,9,3,10,0,SPNG
0.06,2015,9,3,10,0,SPNG
0.057,2015,9,4,9,0,SPNG
0.057,2015,9,4,9,0,SPNG
0.057,2015,9,4,9,0,SPNG
0.057,2015,9,4,9,0,SPNG
0.038,2015,9,5,7,0,SPNG
0.038,2015,9,5,7,0,SPNG
0.038,2015,9,5,7,0,SPNG
0.038,2015,9,5,7,0,SPNG
0.026,2015,9,6,10,0,SPNG
0.026,2015,9,6,10,0,SPNG
0.026,2015,9,6,10,0,SPNG
0.026,2015,9,6,10,0,SPNG
0.032,2015,9,7,9,0,SPNG
0.032,2015,9,7,9,0,SPNG
0.032,2015,9,7,9,0,SPNG
0.032,2015,9,7,9,0,SPNG
0.028,2015,9,8,9,0,SPNG
0.028,2015,9,8,9,0,SPNG
0.028,2015,9,8,9,0,SPNG
0.028,2015,9,8,9,0,SPNG
0.034,2015,9,9,10,0,SPNG
0.034,2015,9,9,10,0,SPNG
0.034,2015,9,9,10,0,SPNG
0.034,2015,9,9,10,0,SPNG
0.039,2015,9,10,10,0,SPNG
0.039,2015,9,10,10,0,SPNG
0.039,2015,9,10,10,0,SPNG
0.039,2015,9,10,10,0,SPNG
0.039,2015,9,11,9,0,SPNG
0.039,2015,9,11,9,0,SPNG
0.039,2015,9,11,9,0,SPNG
0.039,2015,9,11,9,0,SPNG
0.029,2015,9,12,13,0,SPNG
0.029,2015,9,12,13,0,SPNG
0.029,2015,9,12,13,0,SPNG
0.029,2015,9,12,13,0,SPNG
0.038,2015,9,13,10,0,SPNG
0.038,2015,9,13,10,0,SPNG
0.038,2015,9,13,10,0,SPNG
0.038,2015,9,13,10,0,SPNG
0.049,2015,9,14,10,0,SPNG
0.049,2015,9,14,10,0,SPNG
0.049,2015,9,14,10,0,SPNG
0.049,2015,9,14,10,0,SPNG
0.057,2015,9,15,10,0,SPNG
0.057,2015,9,15,10,0,SPNG
0.057,2015,9,15,10,0,SPNG
0.057,2015,9,15,10,0,SPNG
0.055,2015,9,16,9,0,SPNG
0.055,2015,9,16,9,0,SPNG
0.055,2015,9,16,9,0,SPNG
0.055,2015,9,16,9,0,SPNG
0.05,2015,9,17,9,0,SPNG
0.05,2015,9,17,9,0,SPNG
0.05,2015,9,17,9,0,SPNG
0.05,2015,9,17,9,0,SPNG
0.046,2015,9,18,10,0,SPNG
0.046,2015,9,18,10,0,SPNG
0.046,2015,9,18,10,0,SPNG
0.046,2015,9,18,10,0,SPNG
0.036,2015,9,19,10,0,SPNG
0.036,2015,9,19,10,0,SPNG
0.036,2015,9,19,10,0,SPNG
0.036,2015,9,19,10,0,SPNG
0.042,2015,9,20,8,0,SPNG
0.042,2015,9,20,8,0,SPNG
0.042,2015,9,20,8,0,SPNG
0.042,2015,9,20,8,0,SPNG
0.038,2015,9,21,8,0,SPNG
0.038,2015,9,21,8,0,SPNG
0.038,2015,9,21,8,0,SPNG
0.038,2015,9,21,8,0,SPNG
0.035,2015,9,22,12,0,SPNG
0.035,2015,9,22,12,0,SPNG
0.035,2015,9,22,12,0,SPNG
0.035,2015,9,22,12,0,SPNG
0.037,2015,9,23,10,0,SPNG
0.037,2015,9,23,10,0,SPNG
0.037,2015,9,23,10,0,SPNG
0.037,2015,9,23,10,0,SPNG
0.04,2015,9,24,11,0,SPNG
0.04,2015,9,24,11,0,SPNG
0.04,2015,9,24,11,0,SPNG
0.04,2015,9,24,11,0,SPNG
0.033,2015,9,25,14,0,SPNG
0.033,2015,9,25,14,0,SPNG
0.033,2015,9,25,14,0,SPNG
0.033,2015,9,25,14,0,SPNG
0.034,2015,9,26,5,0,SPNG
0.034,2015,9,26,5,0,SPNG
0.034,2015,9,26,5,0,SPNG
0.034,2015,9,26,5,0,SPNG
0.028,2015,9,27,9,0,SPNG
0.028,2015,9,27,9,0,SPNG
0.028,2015,9,27,9,0,SPNG
0.028,2015,9,27,9,0,SPNG
0.026,2015,9,28,7,0,SPNG
0.026,2015,9,28,7,0,SPNG
0.026,2015,9,28,7,0,SPNG
0.026,2015,9,28,7,0,SPNG
0.019,2015,9,29,0,0,SPNG
0.019,2015,9,29,0,0,SPNG
0.019,2015,9,29,0,0,SPNG
0.019,2015,9,29,0,0,SPNG
0.028,2015,9,30,11,0,SPNG
0.028,2015,9,30,11,0,SPNG
0.028,2015,9,30,11,0,SPNG
0.028,2015,9,30,11,0,SPNG
0.019,2015,10,1,0,0,SPNG
0.019,2015,10,1,0,0,SPNG
0.019,2015,10,1,0,0,SPNG
0.019,2015,10,1,0,0,SPNG
0.016,2015,10,2,2,0,SPNG
0.016,2015,10,2,2,0,SPNG
0.016,2015,10,2,2,0,SPNG
0.016,2015,10,2,2,0,SPNG
0.02,2015,10,3,22,0,SPNG
0.02,2015,10,3,22,0,SPNG
0.02,2015,10,3,22,0,SPNG
0.02,2015,10,3,22,0,SPNG
0.022,2015,10,4,22,0,SPNG
0.022,2015,10,4,22,0,SPNG
0.022,2015,10,4,22,0,SPNG
0.022,2015,10,4,22,0,SPNG
0.025,2015,10,5,19,0,SPNG
0.025,2015,10,5,19,0,SPNG
0.025,2015,10,5,19,0,SPNG
0.025,2015,10,5,19,0,SPNG
0.039,2015,10,6,10,0,SPNG
0.039,2015,10,6,10,0,SPNG
0.039,2015,10,6,10,0,SPNG
0.039,2015,10,6,10,0,SPNG
0.041,2015,10,7,10,0,SPNG
0.041,2015,10,7,10,0,SPNG
0.041,2015,10,7,10,0,SPNG
0.041,2015,10,7,10,0,SPNG
0.044,2015,10,8,9,0,SPNG
0.044,2015,10,8,9,0,SPNG
0.044,2015,10,8,9,0,SPNG
0.044,2015,10,8,9,0,SPNG
0.042,2015,10,9,9,0,SPNG
0.042,2015,10,9,9,0,SPNG
0.042,2015,10,9,9,0,SPNG
0.042,2015,10,9,9,0,SPNG
0.024,2015,10,10,3,0,SPNG
0.024,2015,10,10,3,0,SPNG
0.024,2015,10,10,3,0,SPNG
0.024,2015,10,10,3,0,SPNG
0.034,2015,10,11,9,0,SPNG
0.034,2015,10,11,9,0,SPNG
0.034,2015,10,11,9,0,SPNG
0.034,2015,10,11,9,0,SPNG
0.041,2015,10,12,10,0,SPNG
0.041,2015,10,12,10,0,SPNG
0.041,2015,10,12,10,0,SPNG
0.041,2015,10,12,10,0,SPNG
0.037,2015,10,13,10,0,SPNG
0.037,2015,10,13,10,0,SPNG
0.037,2015,10,13,10,0,SPNG
0.037,2015,10,13,10,0,SPNG
0.041,2015,10,14,10,0,SPNG
0.041,2015,10,14,10,0,SPNG
0.041,2015,10,14,10,0,SPNG
0.041,2015,10,14,10,0,SPNG
0.041,2015,10,15,9,0,SPNG
0.041,2015,10,15,9,0,SPNG
0.041,2015,10,15,9,0,SPNG
0.041,2015,10,15,9,0,SPNG
0.02,2015,10,16,9,0,SPNG
0.02,2015,10,16,9,0,SPNG
0.02,2015,10,16,9,0,SPNG
0.02,2015,10,16,9,0,SPNG
0.043,2015,10,17,10,0,SPNG
0.043,2015,10,17,10,0,SPNG
0.043,2015,10,17,10,0,SPNG
0.043,2015,10,17,10,0,SPNG
0.037,2015,10,18,9,0,SPNG
0.037,2015,10,18,9,0,SPNG
0.037,2015,10,18,9,0,SPNG
0.037,2015,10,18,9,0,SPNG
0.037,2015,10,19,9,0,SPNG
0.037,2015,10,19,9,0,SPNG
0.037,2015,10,19,9,0,SPNG
0.037,2015,10,19,9,0,SPNG
0.042,2015,10,20,9,0,SPNG
0.042,2015,10,20,9,0,SPNG
0.042,2015,10,20,9,0,SPNG
0.042,2015,10,20,9,0,SPNG
0.04,2015,10,21,9,0,SPNG
0.04,2015,10,21,9,0,SPNG
0.04,2015,10,21,9,0,SPNG
0.04,2015,10,21,9,0,SPNG
0.046,2015,10,22,9,0,SPNG
0.046,2015,10,22,9,0,SPNG
0.046,2015,10,22,9,0,SPNG
0.046,2015,10,22,9,0,SPNG
0.051,2015,10,23,10,0,SPNG
0.051,2015,10,23,10,0,SPNG
0.051,2015,10,23,10,0,SPNG
0.051,2015,10,23,10,0,SPNG
0.042,2015,10,24,9,0,SPNG
0.042,2015,10,24,9,0,SPNG
0.042,2015,10,24,9,0,SPNG
0.042,2015,10,24,9,0,SPNG
0.038,2015,10,25,10,0,SPNG
0.038,2015,10,25,10,0,SPNG
0.038,2015,10,25,10,0,SPNG
0.038,2015,10,25,10,0,SPNG
0.025,2015,10,26,9,0,SPNG
